transaction_id,account_id,transaction_amount,transaction_date,transaction_type,merchant_id
7282,593,1637.01,2021-12-04 20:05:53.723790,Deposit,86
7283,593,1250.15,2024-05-29 08:35:18.929907,Withdraw,25
7284,593,1199.18,2021-06-08 03:34:22.134443,Withdraw,17
7285,593,2096.75,2022-03-29 15:49:54.272810,Deposit,4
7286,593,143.44,2023-08-05 19:50:45.802171,Withdraw,21
7287,593,2674.06,2023-11-11 15:33:54.584631,Deposit,5
7288,593,2107.86,2024-10-14 15:35:56.421749,Withdraw,81
7289,593,2727.44,2021-07-23 17:12:39.927703,Deposit,17
7290,593,1108.53,2024-01-28 10:32:04.895359,Withdraw,76
7291,593,2864.39,2022-10-25 09:08:40.312000,Deposit,33
7292,593,4030.51,2021-08-01 13:28:42.464500,Deposit,8
7293,593,4552.46,2022-08-30 06:48:01.675178,Deposit,34
7294,593,237.86,2023-07-28 04:27:40.252613,Deposit,31
7295,593,75.86,2023-05-13 15:29:38.122819,Withdraw,92
7296,593,1339.93,2023-04-16 10:43:28.165081,Deposit,29
7297,594,-3625.22,2024-09-23 23:29:04.083640,Withdraw,77
7298,594,4599.47,2024-06-12 21:02:30.725737,Withdraw,19
7299,594,3176.26,2023-06-07 21:22:52.815143,Deposit,46
7300,594,-89.04,2023-10-24 16:11:05.386378,Withdraw,56
7301,594,-2376.21,2023-08-29 04:03:02.254779,Withdraw,74
7302,594,-3410.19,2022-06-12 14:30:12.653618,Deposit,7
7303,594,-344.92,2022-12-25 23:40:40.653916,Withdraw,97
7304,594,4311.66,2022-04-27 15:55:50.226382,Withdraw,86
7305,594,677.1,2024-06-28 16:50:37.625998,Withdraw,99
7306,594,2966.89,2024-01-25 10:35:36.430949,Deposit,41
7307,594,2027.01,2022-04-06 02:22:27.472437,Withdraw,94
7308,594,1685.46,2024-02-05 04:01:39.424490,Deposit,31
7309,594,-373.44,2024-05-10 23:33:06.669327,Deposit,87
7310,594,1633.66,2023-07-13 02:02:34.990622,Withdraw,61
7311,594,3186.9,2024-05-28 01:15:08.353611,Deposit,82
7312,595,0.0,2023-02-24 03:12:28.582788,Withdraw,100
7313,595,1942.2,2024-07-09 00:13:31.493396,Deposit,40
7314,595,0.0,2021-05-19 23:25:40.179352,Withdraw,5
7315,595,270.81,2022-08-16 18:59:20.228436,Deposit,4
7316,595,23.32,2021-11-02 04:45:36.882542,Deposit,52
7317,595,276.46,2024-08-24 13:04:40.607528,Deposit,4
7318,595,4730.76,2022-07-16 03:09:03.433622,Deposit,81
7319,595,73.57,2022-07-31 10:51:37.309191,Deposit,52
7320,595,0.0,2024-01-04 22:51:19.250118,Withdraw,49
7321,595,2589.35,2021-06-21 16:12:56.681385,Deposit,72
7322,595,0.0,2024-03-22 15:05:20.496966,Withdraw,56
7323,595,0.0,2023-05-16 12:12:48.895492,Withdraw,48
7324,595,0.0,2020-10-28 14:34:44.616652,Withdraw,41
7325,595,2095.45,2021-05-09 19:34:39.079600,Deposit,75
7326,595,4203.28,2021-10-13 14:32:22.533875,Deposit,24
7327,595,210.51,2020-10-12 15:29:57.269300,Deposit,96
7328,595,0.0,2022-11-13 00:16:57.179612,Withdraw,9
7329,595,982.79,2020-12-31 21:18:41.037951,Deposit,45
7330,595,0.0,2023-05-18 03:00:22.431606,Withdraw,84
7331,596,-3023.99,2023-01-17 13:25:55.550811,Deposit,26
7332,596,-4777.68,2024-07-31 11:06:15.837886,Deposit,55
7333,596,2018.25,2024-02-08 00:59:19.059054,Deposit,90
7334,596,-4329.41,2023-11-23 09:56:55.316108,Withdraw,98
7335,596,-2607.53,2024-05-05 14:36:09.775025,Withdraw,96
7336,596,-2230.62,2023-06-05 04:46:41.604947,Withdraw,69
7337,596,1097.84,2023-09-05 21:20:53.952899,Withdraw,65
7338,596,-4279.8,2024-08-24 16:13:42.859961,Withdraw,19
7339,597,-4517.57,2024-06-30 21:35:00.723488,Withdraw,68
7340,597,774.42,2021-10-28 14:22:50.975336,Deposit,73
7341,597,-817.96,2022-03-26 21:16:35.416592,Withdraw,50
7342,597,1504.5,2024-01-25 08:23:14.961768,Withdraw,86
7343,597,2149.37,2022-10-18 16:24:43.354608,Withdraw,78
7344,597,-4453.34,2021-07-12 13:20:12.139824,Withdraw,87
7345,597,3059.78,2023-08-22 23:00:06.365059,Withdraw,46
7346,597,-2530.85,2022-05-29 12:09:30.364088,Withdraw,83
7347,597,4647.09,2023-10-08 10:29:25.483797,Withdraw,21
7348,597,-2588.57,2023-04-04 02:24:53.146082,Withdraw,66
7349,597,4123.73,2023-08-05 15:46:15.795477,Withdraw,40
7350,597,-3061.16,2022-05-27 08:01:24.456388,Deposit,80
7351,597,685.44,2022-08-25 19:31:42.092351,Withdraw,74
7352,597,-4594.87,2023-01-09 10:52:07.308704,Withdraw,45
7353,597,564.01,2022-01-05 09:09:12.909431,Withdraw,50
7354,597,4041.76,2021-08-29 08:23:35.783827,Deposit,46
7355,597,-1976.77,2022-09-05 10:46:28.200778,Withdraw,33
7356,597,1849.12,2021-08-26 11:38:05.797063,Withdraw,61
7357,598,-3256.26,2023-11-09 19:15:08.608264,Withdraw,23
7358,598,-3645.25,2020-08-14 22:27:30.473039,Withdraw,38
7359,598,-4158.64,2021-04-19 02:27:19.814452,Deposit,72
7360,598,2697.97,2024-05-03 07:34:35.154027,Deposit,45
7361,598,-3329.34,2022-10-14 01:15:29.330696,Withdraw,49
7362,598,-4203.19,2024-10-23 21:30:24.132404,Deposit,54
7363,598,-2417.48,2023-11-07 00:33:09.589341,Withdraw,74
7364,598,-847.17,2020-09-14 23:22:34.322103,Deposit,2
7365,598,474.17,2022-03-31 09:28:40.564341,Withdraw,82
7366,598,3679.93,2022-11-21 07:21:25.380183,Deposit,23
7367,598,1151.84,2022-08-12 01:41:01.595693,Deposit,22
7368,598,-1461.27,2023-11-29 05:08:30.902627,Withdraw,4
7369,598,1870.75,2020-11-08 23:50:16.265678,Deposit,16
7370,598,-4516.1,2023-04-22 14:56:26.298810,Deposit,50
7371,598,358.34,2022-12-27 13:38:22.722840,Deposit,10
7372,598,1548.32,2023-02-27 20:34:10.013575,Withdraw,49
7373,598,2958.72,2024-05-26 00:39:07.180720,Deposit,18
7374,598,3464.68,2020-08-02 07:28:32.630842,Deposit,3
7375,598,4116.34,2020-07-21 18:23:55.364614,Deposit,16
7376,599,1184.99,2023-12-16 05:12:54.266151,Withdraw,38
7377,599,4095.46,2024-10-27 21:32:03.089111,Deposit,47
7378,599,2880.18,2024-01-02 22:09:22.585077,Deposit,47
7379,599,716.67,2023-04-17 19:34:51.730540,Deposit,36
7380,599,1957.37,2024-07-16 03:28:19.274890,Withdraw,54
7381,599,1246.67,2023-12-12 03:58:00.893502,Withdraw,72
7382,599,564.22,2023-12-27 17:07:03.306594,Withdraw,70
7383,599,460.19,2024-01-01 07:51:04.572750,Deposit,23
7384,599,1875.51,2022-11-27 19:40:53.515488,Withdraw,4
7385,599,1274.51,2024-05-31 05:17:31.550529,Withdraw,61
7386,599,1918.0,2021-08-30 08:21:12.693947,Withdraw,68
7387,599,1443.09,2024-07-07 14:25:51.552247,Withdraw,53
7388,599,4717.85,2022-06-25 01:49:08.989194,Deposit,91
7389,600,1517.64,2023-11-05 20:18:14.496325,Withdraw,81
7390,600,1806.99,2023-11-13 22:40:51.382635,Deposit,39
7391,600,3370.7,2023-05-06 03:24:50.581422,Deposit,99
7392,600,2873.31,2023-06-07 04:58:13.989478,Deposit,63
7393,600,923.84,2023-07-26 00:16:35.626571,Deposit,75
7394,600,2089.84,2023-04-14 06:29:35.661237,Deposit,83
7395,601,4990.18,2022-08-17 20:53:33.230591,Deposit,23
7396,601,4960.72,2024-02-13 15:57:12.423205,Deposit,29
7397,601,2726.21,2022-11-15 09:38:27.903145,Deposit,5
7398,601,-1382.77,2022-11-07 22:20:40.910564,Deposit,81
7399,601,4793.48,2022-03-22 22:27:00.894646,Withdraw,11
7400,601,2162.95,2021-08-05 09:20:49.227449,Deposit,14
7401,601,-3795.6,2023-12-04 13:16:37.640697,Withdraw,60
7402,601,1590.46,2021-09-10 11:25:22.747260,Withdraw,30
7403,601,-2431.72,2022-05-19 22:31:56.899948,Deposit,100
7404,602,844.81,2024-09-27 08:35:23.439039,Withdraw,43
7405,602,1114.16,2024-09-25 11:58:43.126713,Withdraw,65
7406,602,1145.14,2024-09-27 18:34:22.580526,Withdraw,81
7407,602,800.23,2024-10-01 23:09:00.150479,Deposit,33
7408,602,1508.03,2024-09-29 08:57:47.931520,Deposit,59
7409,602,599.44,2024-10-17 03:49:55.797867,Deposit,56
7410,602,70.05,2024-10-22 08:25:36.387889,Withdraw,76
7411,602,4051.75,2024-10-01 03:05:12.182872,Deposit,35
7412,602,163.03,2024-09-27 03:27:24.950601,Withdraw,90
7413,602,323.47,2024-09-28 18:19:42.730665,Withdraw,93
7414,603,1497.73,2024-04-08 16:45:35.778660,Withdraw,36
7415,603,311.21,2023-01-13 11:14:56.116056,Withdraw,41
7416,603,1222.06,2023-10-24 15:31:08.704217,Withdraw,87
7417,603,1343.31,2023-11-17 16:51:03.625271,Deposit,26
7418,603,68.94,2024-05-13 21:44:57.800953,Withdraw,52
7419,603,4061.92,2024-07-01 04:46:42.556825,Deposit,44
7420,603,1834.46,2024-09-21 01:53:03.160004,Withdraw,95
7421,603,834.73,2023-10-04 08:31:41.949072,Deposit,79
7422,603,1669.32,2022-12-28 05:37:35.184468,Deposit,85
7423,604,3898.16,2023-06-06 08:01:24.525458,Deposit,41
7424,604,4238.88,2024-08-05 21:44:40.446073,Deposit,44
7425,604,-2032.36,2021-04-24 08:14:56.280942,Withdraw,81
7426,604,-964.89,2024-03-12 07:48:57.386230,Withdraw,17
7427,604,2952.13,2022-08-24 02:41:01.027179,Deposit,73
7428,604,3648.52,2021-07-18 11:49:00.980533,Deposit,86
7429,604,-3387.19,2020-08-06 09:59:41.919933,Deposit,40
7430,604,-2130.68,2020-05-21 11:55:46.780819,Withdraw,67
7431,605,2507.94,2024-07-07 03:22:19.952316,Deposit,30
7432,605,2052.31,2024-01-18 09:06:17.848756,Withdraw,69
7433,605,330.02,2024-09-17 13:36:23.755890,Withdraw,15
7434,605,2723.97,2024-06-03 20:13:33.903372,Withdraw,68
7435,605,2270.02,2024-08-29 07:12:20.381300,Deposit,21
7436,606,-1274.74,2023-11-25 19:38:42.230251,Deposit,99
7437,606,4775.11,2024-02-10 07:39:24.234683,Deposit,48
7438,606,3140.45,2023-07-17 17:59:09.498849,Deposit,75
7439,606,-4294.1,2024-10-14 00:17:09.287688,Withdraw,52
7440,606,-802.63,2024-07-13 20:43:32.381196,Withdraw,76
7441,606,-475.66,2023-11-18 04:18:13.084676,Withdraw,56
7442,606,-3191.19,2024-01-03 19:40:25.927803,Withdraw,66
7443,606,2603.65,2023-11-04 21:08:17.053721,Deposit,72
7444,606,3866.8,2024-09-08 10:59:19.339910,Deposit,31
7445,606,2565.29,2024-01-05 11:00:29.831391,Withdraw,65
7446,606,-962.95,2023-09-19 02:47:25.910577,Deposit,12
7447,606,-1081.35,2024-02-08 02:51:30.883634,Deposit,32
7448,606,3968.14,2024-01-26 22:26:05.423785,Withdraw,40
7449,607,-2156.93,2024-06-21 04:14:18.476290,Withdraw,54
7450,607,3520.84,2024-03-22 08:19:24.283971,Withdraw,93
7451,607,4691.88,2024-10-08 09:17:13.022321,Withdraw,9
7452,607,-4375.27,2024-08-08 01:55:32.202248,Deposit,100
7453,607,-4028.4,2024-01-20 03:08:42.641840,Withdraw,65
7454,607,-3395.36,2024-10-18 04:50:09.329540,Deposit,7
7455,607,-816.71,2024-10-26 12:12:49.299514,Withdraw,76
7456,607,993.18,2024-06-19 02:46:39.985068,Deposit,28
7457,607,3483.82,2024-01-09 04:33:49.059996,Withdraw,52
7458,607,1132.24,2024-02-23 16:48:17.293380,Withdraw,17
7459,607,-678.64,2024-07-05 01:15:12.634383,Deposit,76
7460,607,3300.9,2024-01-04 14:10:14.228160,Withdraw,99
7461,607,1449.69,2024-06-14 19:21:54.665763,Withdraw,19
7462,607,1749.49,2024-10-07 08:38:09.201521,Withdraw,39
7463,607,-3021.3,2024-10-24 12:14:58.151367,Deposit,37
7464,607,-2621.98,2024-09-27 18:31:47.971527,Deposit,38
7465,607,-2265.87,2024-05-05 01:01:16.100090,Withdraw,23
7466,608,3433.9,2022-08-05 14:53:13.025885,Withdraw,24
7467,608,-4917.19,2024-03-05 01:09:49.545254,Deposit,33
7468,608,-2539.63,2024-04-27 15:22:13.915133,Withdraw,11
7469,608,4537.45,2024-07-10 02:06:21.653202,Withdraw,23
7470,608,-4916.03,2022-06-18 10:29:36.802146,Withdraw,49
7471,608,2250.58,2024-07-29 07:54:25.586014,Withdraw,40
7472,608,1157.44,2024-04-05 01:46:15.054068,Deposit,88
7473,608,2147.39,2022-04-01 16:06:38.948700,Withdraw,39
7474,608,4089.21,2021-10-23 18:54:16.093826,Deposit,7
7475,608,4157.07,2023-11-24 23:46:54.546232,Deposit,79
7476,608,1647.29,2023-05-07 02:05:12.716259,Withdraw,24
7477,609,252.45,2024-05-19 05:53:40.631100,Withdraw,81
7478,609,48.68,2024-02-07 02:50:43.782057,Withdraw,13
7479,609,773.78,2024-03-10 14:44:01.347604,Withdraw,77
7480,609,2553.08,2024-01-30 12:37:06.741094,Deposit,10
7481,609,1010.13,2024-05-31 19:38:01.880886,Deposit,76
7482,609,394.36,2024-07-21 15:23:35.986186,Withdraw,62
7483,609,1748.56,2024-10-17 10:27:25.660304,Deposit,81
7484,609,874.76,2024-06-26 15:46:54.701086,Deposit,83
7485,609,1235.38,2024-08-01 01:03:31.558113,Deposit,23
7486,609,2923.87,2024-06-22 06:58:58.365931,Deposit,81
7487,609,1047.44,2024-09-27 18:41:23.169537,Withdraw,43
7488,609,3300.04,2024-02-19 19:40:21.989798,Deposit,52
7489,609,2015.17,2024-03-20 20:24:30.166950,Deposit,30
7490,609,3309.94,2024-04-12 22:55:04.826920,Deposit,23
7491,610,-1556.25,2024-07-23 23:55:22.659933,Withdraw,63
7492,610,-312.27,2024-07-23 04:35:59.329431,Withdraw,11
7493,610,-4304.44,2024-09-21 15:16:07.378908,Withdraw,75
7494,610,-540.77,2024-09-14 19:04:31.789114,Deposit,60
7495,610,810.26,2024-07-23 07:14:44.453504,Deposit,30
7496,610,236.19,2024-08-15 17:09:16.472801,Withdraw,90
7497,610,3667.98,2024-09-18 23:27:50.072915,Deposit,46
7498,610,-757.45,2024-08-23 17:34:38.720210,Deposit,66
7499,610,-1904.07,2024-09-16 09:33:07.366173,Deposit,70
7500,610,-2810.31,2024-07-13 22:40:25.888660,Withdraw,18
7501,610,-989.13,2024-10-11 09:21:26.170454,Deposit,9
7502,610,4544.7,2024-09-23 11:56:28.597720,Withdraw,6
7503,610,4012.62,2024-10-23 22:09:32.886237,Deposit,57
7504,611,3426.29,2024-10-13 03:47:50.515394,Withdraw,41
7505,611,4657.4,2024-07-01 19:49:02.043478,Deposit,73
7506,611,4163.56,2024-09-28 17:41:56.412035,Deposit,93
7507,611,3149.12,2024-07-07 00:54:42.191599,Withdraw,40
7508,611,541.47,2024-06-01 13:06:33.334694,Withdraw,6
7509,611,1928.83,2024-06-22 10:11:54.511425,Withdraw,9
7510,612,795.81,2024-08-04 00:11:44.456055,Withdraw,36
7511,612,306.26,2024-05-13 16:15:31.853266,Deposit,96
7512,612,712.81,2024-10-16 21:05:16.061255,Withdraw,32
7513,612,1248.1,2024-05-10 21:54:22.759353,Withdraw,85
7514,612,-750.8,2024-10-09 16:57:39.903040,Deposit,97
7515,612,-31.62,2024-10-13 23:32:35.038646,Withdraw,37
7516,612,-814.58,2024-08-13 13:47:38.235466,Deposit,32
7517,612,-2743.94,2024-10-01 12:45:31.169901,Deposit,74
7518,612,-12.52,2024-06-26 20:42:45.020310,Deposit,75
7519,612,-2450.97,2024-06-13 22:28:41.971981,Deposit,58
7520,612,1780.83,2024-08-01 22:02:49.546740,Deposit,88
7521,612,-4421.32,2024-05-21 00:03:08.860843,Deposit,41
7522,613,3656.88,2024-06-03 05:59:30.716610,Withdraw,46
7523,613,3308.87,2023-11-27 20:08:50.000437,Withdraw,11
7524,613,2086.6,2023-09-10 17:09:43.704333,Withdraw,65
7525,613,412.95,2024-05-17 19:43:20.163322,Withdraw,86
7526,613,1090.24,2023-11-22 17:12:50.651722,Withdraw,97
7527,613,2833.61,2023-11-07 22:14:13.437182,Withdraw,80
7528,613,-4923.23,2023-12-14 20:09:46.244732,Deposit,77
7529,613,1065.63,2024-05-02 10:16:53.354388,Withdraw,91
7530,613,-803.64,2023-11-02 15:31:10.671868,Deposit,35
7531,613,1350.99,2023-03-27 10:26:37.730496,Deposit,35
7532,613,-1007.02,2024-05-30 04:51:06.764745,Withdraw,30
7533,613,-1992.77,2024-04-10 17:46:02.910891,Withdraw,58
7534,614,310.25,2024-09-04 07:48:41.006863,Deposit,68
7535,614,1302.19,2024-07-22 21:22:56.177566,Withdraw,31
7536,614,2842.36,2024-07-27 17:17:00.107463,Deposit,28
7537,614,-1039.39,2024-06-19 23:22:59.045261,Withdraw,10
7538,614,2897.59,2024-10-20 07:14:29.834731,Deposit,30
7539,614,-1353.81,2024-09-26 11:03:26.796371,Deposit,87
7540,614,-1533.27,2024-10-17 11:32:27.929178,Withdraw,56
7541,614,-1985.18,2024-10-18 06:25:56.540325,Deposit,52
7542,614,1445.96,2024-10-13 18:27:09.800624,Deposit,63
7543,614,2683.11,2024-07-27 08:47:45.809478,Deposit,14
7544,614,-1993.95,2024-08-21 17:57:16.138748,Withdraw,10
7545,614,400.34,2024-10-04 17:35:26.853251,Withdraw,100
7546,614,1700.31,2024-09-14 21:45:01.114719,Withdraw,78
7547,614,-2301.0,2024-06-28 16:53:40.616197,Withdraw,35
7548,614,4568.84,2024-07-21 09:19:19.368603,Deposit,86
7549,614,1271.24,2024-08-28 06:31:24.643841,Withdraw,23
7550,614,-4761.92,2024-09-04 11:07:05.444409,Deposit,92
7551,615,-521.05,2023-06-10 21:32:10.920227,Deposit,52
7552,615,-890.8,2021-12-05 11:59:52.357431,Deposit,48
7553,615,3592.1,2023-11-17 19:15:44.801878,Withdraw,23
7554,615,1166.61,2022-05-09 02:15:12.635982,Withdraw,17
7555,615,-1675.7,2022-12-09 21:51:21.544355,Withdraw,65
7556,615,-4352.99,2023-04-09 21:19:07.156948,Withdraw,6
7557,615,-2448.99,2022-02-16 19:14:01.173519,Withdraw,99
7558,615,2397.92,2022-06-19 11:02:46.985892,Withdraw,22
7559,615,2190.69,2024-08-17 03:43:04.457428,Withdraw,28
7560,615,-4321.92,2022-06-18 12:31:17.475540,Withdraw,37
7561,615,-2041.18,2023-10-11 16:53:39.537129,Deposit,70
7562,615,4440.55,2022-08-08 10:44:53.851460,Deposit,57
7563,615,-4568.25,2023-09-02 14:18:26.546955,Deposit,56
7564,615,1100.54,2021-09-26 21:55:44.093196,Withdraw,90
7565,616,786.93,2022-12-06 00:05:51.980544,Withdraw,84
7566,616,2191.69,2023-01-08 05:32:44.288866,Withdraw,18
7567,616,389.66,2021-05-23 09:44:17.101030,Deposit,92
7568,616,1876.45,2021-07-28 07:30:33.622724,Withdraw,100
7569,616,4365.95,2023-07-15 05:32:31.388106,Deposit,99
7570,616,2078.99,2024-10-01 18:28:01.803279,Withdraw,41
7571,616,8.83,2023-02-28 00:05:21.372847,Withdraw,45
7572,616,1190.48,2022-11-25 00:21:35.153293,Withdraw,26
7573,616,3337.1,2022-10-03 01:04:30.387826,Deposit,68
7574,616,129.78,2021-12-12 17:35:11.743595,Withdraw,71
7575,616,1232.48,2024-02-08 22:59:00.298706,Withdraw,38
7576,616,25.94,2023-04-06 15:25:42.739554,Withdraw,89
7577,616,161.92,2023-08-29 02:47:43.238115,Withdraw,55
7578,616,309.87,2023-11-15 05:41:41.625144,Deposit,29
7579,616,2592.74,2023-01-22 08:27:52.708575,Withdraw,26
7580,616,4028.84,2024-01-28 17:12:20.312536,Deposit,35
7581,616,2411.07,2024-10-15 18:30:04.190235,Withdraw,74
7582,617,2259.15,2023-03-14 05:40:46.417226,Deposit,3
7583,617,4877.37,2024-09-18 23:05:59.998401,Deposit,97
7584,617,4221.8,2023-03-19 17:48:57.642941,Withdraw,97
7585,617,3518.27,2024-04-13 07:42:52.212695,Deposit,74
7586,617,1824.81,2024-05-07 15:50:45.175837,Withdraw,69
7587,617,1321.79,2023-07-05 08:31:41.933381,Deposit,73
7588,617,4033.07,2024-03-30 15:29:46.077308,Deposit,65
7589,617,4846.36,2024-01-11 15:16:10.567380,Deposit,75
7590,617,4981.23,2023-11-01 07:42:24.509598,Deposit,92
7591,617,2053.2,2022-12-17 01:59:01.263297,Withdraw,64
7592,617,4784.58,2024-03-12 07:02:43.474047,Withdraw,66
7593,617,4684.34,2022-11-30 20:33:08.080695,Deposit,96
7594,617,4281.73,2024-07-24 08:42:05.997854,Deposit,86
7595,617,4815.36,2024-03-17 07:39:04.447566,Deposit,30
7596,617,1860.03,2022-12-26 07:14:01.113637,Deposit,34
7597,617,2811.75,2024-01-09 11:57:44.051357,Deposit,48
7598,617,2184.05,2024-04-02 01:19:06.561682,Withdraw,92
7599,617,2907.33,2023-09-16 05:29:01.616979,Withdraw,52
7600,617,769.03,2023-05-16 05:19:06.338194,Deposit,48
7601,617,428.5,2024-09-08 11:27:02.390863,Deposit,31
7602,618,-4889.43,2023-05-29 11:05:58.013485,Deposit,81
7603,618,-3725.64,2024-08-18 17:09:16.526502,Withdraw,23
7604,618,-3323.03,2022-08-25 18:35:35.301586,Withdraw,1
7605,618,4389.62,2024-09-15 06:04:07.648885,Deposit,25
7606,618,1485.59,2024-02-17 16:18:11.382000,Deposit,73
7607,618,2180.92,2023-03-04 22:37:02.604961,Withdraw,70
7608,618,-41.79,2022-11-11 01:35:29.089031,Deposit,78
7609,619,4248.45,2024-03-26 02:42:23.563196,Deposit,54
7610,619,3931.75,2021-11-13 22:16:50.377926,Deposit,79
7611,619,4246.25,2023-05-31 00:52:58.654025,Withdraw,11
7612,619,4708.42,2023-03-24 14:18:23.200858,Deposit,73
7613,619,3706.02,2021-12-29 06:33:03.336676,Withdraw,18
7614,619,1421.8,2021-09-16 09:36:44.320076,Deposit,30
7615,619,2851.34,2024-03-15 02:26:34.860963,Withdraw,89
7616,619,3223.29,2022-07-06 22:03:57.871452,Deposit,18
7617,619,1442.17,2024-05-29 04:00:41.387769,Withdraw,20
7618,619,4393.28,2023-10-28 18:55:54.036905,Deposit,19
7619,619,3075.07,2021-11-02 00:45:18.129264,Deposit,12
7620,619,3597.51,2024-05-17 19:28:46.300282,Withdraw,74
7621,620,-320.18,2022-03-19 14:06:51.058361,Withdraw,3
7622,620,-2367.17,2022-04-12 08:51:59.672081,Deposit,53
7623,620,-4923.26,2022-10-22 03:08:51.635185,Withdraw,13
7624,620,3027.15,2023-08-14 19:07:03.766963,Deposit,84
7625,620,3392.37,2022-10-19 10:31:49.985011,Deposit,22
7626,620,-667.99,2022-12-27 22:11:34.815974,Withdraw,50
7627,620,-717.84,2023-08-21 00:35:32.700996,Deposit,80
7628,620,-1268.64,2023-10-02 23:51:16.484710,Deposit,64
7629,620,-4485.6,2022-10-12 07:24:06.456795,Deposit,32
7630,620,4234.16,2022-09-02 09:22:29.611583,Withdraw,59
7631,620,-2067.19,2022-04-24 22:28:01.864533,Withdraw,10
7632,620,-2324.69,2024-03-09 17:07:40.530928,Withdraw,56
7633,620,654.59,2021-06-28 07:26:36.091538,Deposit,40
7634,620,-431.48,2024-09-17 07:22:40.779237,Deposit,41
7635,620,-208.31,2022-12-20 07:03:54.679055,Deposit,64
7636,620,4037.33,2022-06-16 14:42:48.096105,Deposit,80
7637,620,1061.44,2022-01-18 05:50:41.371692,Deposit,18
7638,620,106.14,2022-09-08 13:24:33.554618,Deposit,22
7639,620,679.84,2023-04-23 22:55:33.248887,Deposit,80
7640,621,1430.2,2023-03-29 03:07:14.008393,Deposit,5
7641,621,918.89,2023-05-01 22:37:52.889029,Withdraw,57
7642,621,4821.05,2024-06-14 09:45:47.933014,Deposit,60
7643,621,1101.4,2022-04-22 00:19:18.644407,Withdraw,77
7644,621,297.69,2024-05-03 04:05:37.122984,Withdraw,97
7645,621,122.83,2021-02-12 05:40:52.101383,Withdraw,98
7646,621,2260.86,2023-08-07 22:21:44.548071,Deposit,55
7647,621,259.38,2021-05-19 06:58:38.645600,Withdraw,59
7648,621,378.72,2022-09-27 11:10:26.400415,Withdraw,49
7649,621,4246.98,2022-05-17 14:37:18.827035,Deposit,100
7650,621,245.98,2023-08-20 10:42:50.304010,Withdraw,21
7651,621,3778.71,2022-04-20 02:23:53.192200,Deposit,42
7652,621,505.09,2022-07-07 23:19:09.582057,Withdraw,2
7653,621,1402.29,2024-01-16 19:24:01.915277,Deposit,48
7654,622,-4819.99,2023-11-18 12:36:08.822829,Withdraw,60
7655,622,3293.49,2023-11-27 05:54:06.726415,Withdraw,83
7656,622,3208.88,2023-12-26 05:54:02.611218,Deposit,49
7657,622,261.42,2024-04-11 02:14:28.639556,Deposit,26
7658,622,-4453.27,2024-08-23 16:13:40.390563,Withdraw,58
7659,622,2272.57,2024-04-21 04:43:21.946151,Withdraw,84
7660,622,-3659.63,2024-01-11 03:17:27.988494,Withdraw,16
7661,622,1036.78,2023-10-27 20:49:17.122630,Withdraw,7
7662,622,-2132.24,2024-07-14 06:51:17.584389,Deposit,67
7663,622,-3529.67,2024-06-21 00:08:56.536351,Withdraw,91
7664,623,-1997.33,2023-12-25 04:18:34.933707,Withdraw,49
7665,623,-3416.46,2024-08-04 15:13:16.680430,Deposit,38
7666,623,-157.89,2024-07-04 22:54:38.637744,Withdraw,59
7667,623,-2647.51,2024-04-06 04:38:44.260612,Deposit,73
7668,623,-1702.7,2024-10-28 09:28:59.744231,Withdraw,70
7669,623,1137.72,2024-06-02 13:09:49.424321,Withdraw,72
7670,624,1058.2,2024-06-03 17:53:52.419345,Withdraw,75
7671,624,7.59,2023-11-16 14:14:47.964167,Withdraw,12
7672,624,1612.49,2024-02-07 04:26:11.791058,Deposit,56
7673,624,1640.21,2023-12-23 13:32:05.641555,Withdraw,51
7674,624,2485.64,2024-08-23 17:07:20.109148,Withdraw,22
7675,624,149.46,2023-11-13 23:26:15.052030,Withdraw,40
7676,624,780.46,2023-12-12 02:45:31.591178,Withdraw,30
7677,624,907.99,2024-09-28 03:13:47.358056,Deposit,2
7678,625,-1067.43,2023-11-30 13:42:45.697970,Withdraw,39
7679,625,672.62,2024-01-07 17:56:07.381628,Deposit,2
7680,625,281.81,2024-10-20 17:02:57.733714,Withdraw,14
7681,625,137.13,2024-08-15 11:45:26.492787,Deposit,73
7682,625,-1242.9,2024-08-24 22:49:23.370358,Withdraw,37
7683,625,-3887.27,2024-04-18 09:15:00.494596,Withdraw,43
7684,625,3095.87,2023-06-04 18:23:24.792815,Deposit,22
7685,626,-3557.75,2023-02-12 06:12:12.802944,Deposit,29
7686,626,-1577.57,2023-02-26 01:34:32.229190,Deposit,29
7687,626,-3992.28,2022-09-20 05:21:29.806052,Deposit,3
7688,626,4279.55,2022-12-29 13:21:19.378611,Deposit,63
7689,626,2167.42,2022-02-20 10:33:39.663389,Deposit,11
7690,626,-942.32,2022-12-07 10:45:13.804725,Deposit,62
7691,626,-824.39,2022-06-15 07:46:47.876284,Withdraw,72
7692,627,-904.56,2023-01-06 00:59:10.283171,Withdraw,70
7693,627,-2223.4,2024-03-05 12:11:14.552006,Deposit,31
7694,627,2179.96,2022-07-27 23:40:07.304071,Withdraw,15
7695,627,1701.96,2024-02-17 01:50:37.347850,Withdraw,24
7696,627,-1327.76,2022-09-18 23:23:19.233414,Deposit,69
7697,627,3559.89,2022-11-03 01:57:24.184061,Withdraw,37
