Recency,Frequency,MonetaryValue,Cluster,customer_id,Description
13,30,7021.029999999999,4,214,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
138,10,14277.970000000001,3,215,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
12,27,15055.74,4,216,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
31,44,34578.68,4,217,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,17,13340.59,0,218,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,35,17155.9,4,219,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
177,13,24429.86,3,220,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,12,-2963.56,2,221,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,9,-13078.41,2,222,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,34,45827.61,0,223,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,39,-2588.3600000000006,0,224,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
45,7,-2511.6900000000005,2,225,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
23,20,-1176.9300000000007,2,226,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
1,45,19874.07,4,227,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
28,16,12377.52,1,228,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
13,13,-7176.18,2,229,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
22,37,16480.78,4,230,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,19,30390.34,1,231,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
38,31,51492.98,4,232,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,10,-11410.63,2,233,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,27,24456.15,0,234,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,34,30167.76,4,235,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,42,-35609.57,2,236,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
12,45,44506.72,4,237,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,16,5060.279999999999,0,238,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,29,61042.67,4,239,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,41,13810.199999999999,4,240,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
12,22,-10559.0,2,241,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
42,9,-81.27000000000044,2,242,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
70,23,3067.0,1,243,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
142,13,-6324.79,2,244,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,12,12831.720000000001,3,245,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,16,-8312.81,2,246,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,28,-12126.060000000001,0,247,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,13,11837.91,3,248,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,25,40123.91,1,249,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
13,15,12780.7,1,250,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
13,12,-12441.34,2,251,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
12,24,4546.99,1,252,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
0,44,32678.510000000002,0,253,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
1,51,64290.71,4,254,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,16,4819.049999999999,1,255,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
13,20,4594.750000000001,1,256,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
0,23,23669.47,0,257,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,50,15563.27,4,258,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
26,23,25507.19,1,259,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
17,37,-19754.62,2,260,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,46,54449.41,0,261,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
1,47,56513.16,4,262,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,6,3920.99,3,263,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,9,-3436.4999999999995,2,264,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,45,28156.03,4,265,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,54,20704.1,4,266,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,42,-10078.829999999998,2,267,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
177,13,-7014.75,2,268,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,10,-4763.98,2,269,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
46,31,15697.32,4,270,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
14,30,29184.05,4,271,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,19,-8755.18,2,272,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,7,9515.75,3,273,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,11,17324.46,3,274,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,36,22459.25,4,275,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,21,23889.510000000002,1,276,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
1,45,705.2799999999993,4,277,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,21,11765.64,0,278,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
1,40,18250.25,4,279,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
12,48,-4688.5599999999995,2,280,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,31,2726.289999999999,4,281,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
38,23,19323.12,1,282,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
13,35,35399.64,4,283,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
12,26,-22938.54,2,284,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,43,-21634.050000000003,2,285,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,21,-5169.5599999999995,0,286,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
1,31,10551.850000000002,4,287,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,35,33100.46,4,288,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,58,79272.74,0,289,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,47,-15282.210000000003,2,290,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,14,25724.370000000003,1,291,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
0,20,25416.690000000002,0,292,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,31,24283.13,0,293,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,6,11203.83,3,294,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
28,13,8836.82,3,295,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
1,18,-231.25,2,296,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
18,38,32632.18,4,297,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,35,23365.85,0,298,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,32,-1683.1299999999992,2,299,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,47,85025.95999999999,4,300,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,47,63978.32,4,301,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,18,-17693.4,0,302,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,16,4480.83,0,303,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,27,272.5,0,304,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,12,-1914.8600000000006,2,305,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,9,11156.82,3,306,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,10,9083.73,0,307,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,22,28757.86,1,308,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
13,40,33657.69,4,309,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,23,-11810.11,2,310,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,19,12344.05,1,311,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
17,26,26029.58,1,312,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
0,23,-16445.16,0,313,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
21,16,-3285.3600000000006,2,314,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
1,24,-17503.8,2,315,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
56,20,-8014.98,2,316,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,18,39927.54,0,317,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,18,6370.05,1,318,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
0,34,27780.16,0,319,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
1,40,40130.67,4,320,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,42,33038.74,0,321,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
84,9,10147.11,3,322,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,20,26430.8,0,323,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,19,-10478.85,0,324,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,36,9754.5,4,325,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,12,30468.71,3,326,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,25,11111.2,0,327,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
1,28,5910.53,4,328,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,47,881.3999999999996,4,329,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,28,14441.190000000002,4,330,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,31,32870.39,0,331,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,24,29029.08,0,332,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
61,13,-19733.03,2,333,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
1,22,24067.33,1,334,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
13,17,-8844.57,2,335,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,20,9233.8,0,336,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,20,12781.800000000001,1,337,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
13,28,26141.32,4,338,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,19,21294.120000000003,1,339,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
56,13,25416.89,3,340,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,40,-7985.719999999998,2,341,"Segment 2: Customers in this segment have an average Recency of 30.2, an average Frequency of 22.33, and an average Monetary Value of -10577.59. This indicates that they are very inactive customers, who purchase rarely, and spend low."
14,12,19547.21,3,342,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
13,53,67024.53,4,343,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,21,8722.68,1,344,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
13,36,27548.12,4,345,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,45,-20833.31,0,346,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
0,31,3409.060000000001,0,347,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,6,11928.75,3,348,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,35,-28942.61,0,349,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
20,30,22471.29,4,350,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
0,37,26108.85,0,351,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,14,8338.94,1,352,"Segment 1: Customers in this segment have an average Recency of 24.01, an average Frequency of 19.44, and an average Monetary Value of 17474.14. This indicates that they are inactive customers, who purchase rarely, and spend moderately."
13,48,61014.71,4,353,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
13,12,5796.269999999999,3,354,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,20,-1417.0100000000002,0,355,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,12,8279.43,3,356,"Segment 3: Customers in this segment have an average Recency of 48.22, an average Frequency of 9.79, and an average Monetary Value of 11559.88. This indicates that they are very inactive customers, who purchase rarely, and spend low."
0,18,5426.6900000000005,0,357,"Segment 0: Customers in this segment have an average Recency of 0.0, an average Frequency of 32.0, and an average Monetary Value of 14587.48. This indicates that they are recently active customers, who purchase occasionally, and spend low."
13,51,8442.559999999998,4,358,"Segment 4: Customers in this segment have an average Recency of 13.93, an average Frequency of 37.75, and an average Monetary Value of 28817.47. This indicates that they are recently active customers, who purchase frequently, and spend highly."
