recipient_id,customer_id,campaign_id,response_status,response_date
1103,541,2,Unsubscribed,2023-04-25 08:35:06.732391
1104,732,2,Signed up,2023-02-17 16:58:54.914541
1105,732,2,Unsubscribed,2023-03-12 21:39:17.397792
1106,13,2,Signed up,2022-11-20 22:07:33.725470
1107,13,2,Unsubscribed,2022-11-23 23:11:41.113316
1108,305,2,Signed up,2023-03-27 21:53:26.986336
1109,305,2,Participated,2023-04-13 19:12:49.782626
1110,305,2,Unsubscribed,2023-04-14 14:34:24.742679
1111,119,2,Signed up,2022-11-06 03:52:46.891647
1112,119,2,Unsubscribed,2023-03-17 19:47:34.901788
1113,255,2,Signed up,2022-12-13 21:39:20.865215
1114,255,2,Unsubscribed,2023-04-21 00:14:54.875506
1115,871,2,Signed up,2022-11-11 04:42:27.272654
1116,871,2,Unsubscribed,2023-03-14 00:38:01.976726
1117,782,2,Signed up,2023-03-24 10:09:58.581178
1118,782,2,Participated,2023-04-10 07:40:11.886061
1119,782,2,Participated,2023-04-22 19:08:57.783342
1120,782,2,Unsubscribed,2023-04-25 13:29:02.163404
1121,340,2,Signed up,2023-01-07 15:11:36.541664
1122,340,2,Participated,2023-01-08 05:34:12.162940
1123,340,2,Unsubscribed,2023-04-20 12:27:11.513177
1124,232,2,Signed up,2023-01-28 04:42:00.553615
1125,232,2,Unsubscribed,2023-03-23 23:21:04.153221
1126,568,2,Signed up,2023-03-07 21:04:19.762068
1127,568,2,Unsubscribed,2023-03-13 03:06:59.642247
1128,762,2,Signed up,2023-03-15 12:20:15.960215
1129,762,2,Participated,2023-04-07 00:45:18.892501
1130,762,2,Unsubscribed,2023-04-22 13:05:52.217125
1131,533,2,Signed up,2023-02-19 14:41:39.376200
1132,533,2,Unsubscribed,2023-04-22 03:06:59.295775
1133,164,2,Signed up,2023-03-26 11:25:01.390667
1134,164,2,Unsubscribed,2023-03-31 08:06:43.191893
1135,811,2,Signed up,2023-03-28 23:21:46.879296
1136,433,2,Signed up,2023-01-14 03:21:27.316256
1137,433,2,Participated,2023-02-24 02:37:39.363695
1138,433,2,Participated,2023-04-06 08:03:13.579648
1139,433,2,Participated,2023-04-13 23:33:35.252620
1140,433,2,Unsubscribed,2023-04-25 03:54:00.310300
1141,999,2,Signed up,2022-12-08 11:26:20.306952
1142,999,2,Unsubscribed,2023-01-14 10:05:59.844984
1143,338,2,Signed up,2023-04-04 14:51:33.439418
1144,338,2,Unsubscribed,2023-04-18 02:31:34.762049
1145,104,2,Signed up,2023-02-07 11:55:12.330212
1146,104,2,Unsubscribed,2023-03-25 07:10:44.840998
1147,275,2,Signed up,2023-01-14 13:41:06.326918
1148,275,2,Unsubscribed,2023-04-11 18:11:51.672958
1149,940,2,Signed up,2022-12-16 01:59:52.426857
1150,940,2,Unsubscribed,2023-04-14 21:16:38.678333
1151,794,2,Signed up,2023-03-30 08:01:14.423019
1152,794,2,Unsubscribed,2023-04-23 05:10:49.223033
1153,979,2,Signed up,2023-04-21 16:53:41.891051
1154,979,2,Unsubscribed,2023-04-24 21:13:17.962896
1155,956,2,Signed up,2022-12-19 13:59:51.350787
1156,956,2,Unsubscribed,2023-04-08 16:52:38.988280
1157,331,2,Signed up,2023-01-11 19:44:20.004764
1158,331,2,Participated,2023-03-31 00:55:44.155500
1159,331,2,Unsubscribed,2023-04-17 12:52:05.850146
1160,964,2,Signed up,2022-11-22 17:11:10.295733
1161,964,2,Unsubscribed,2023-02-14 18:25:10.115265
1162,942,2,Signed up,2022-11-08 01:35:25.464841
1163,942,2,Participated,2023-01-21 18:57:18.059148
1164,942,2,Unsubscribed,2023-02-23 17:24:19.286220
1165,868,2,Signed up,2022-11-15 09:42:47.226541
1166,868,2,Unsubscribed,2022-12-23 09:35:50.381022
1167,428,2,Signed up,2022-12-26 04:55:16.185436
1168,428,2,Participated,2023-02-23 22:24:41.028357
1169,428,2,Participated,2023-04-11 19:40:31.066643
1170,428,2,Participated,2023-04-22 05:03:44.858169
1171,524,2,Signed up,2023-03-03 12:27:08.031187
1172,524,2,Unsubscribed,2023-04-25 04:35:54.732349
1173,190,2,Signed up,2023-03-29 20:40:21.166105
1174,190,2,Participated,2023-04-10 00:10:26.089633
1175,190,2,Unsubscribed,2023-04-17 12:43:12.076150
1176,718,2,Signed up,2023-01-19 17:25:16.355844
1177,718,2,Participated,2023-02-09 19:17:45.775486
1178,718,2,Unsubscribed,2023-04-16 21:53:05.608073
1179,61,2,Signed up,2023-03-23 02:40:30.364690
1180,61,2,Unsubscribed,2023-04-21 18:34:30.823563
1181,529,2,Signed up,2023-03-11 12:34:39.126312
1182,529,2,Participated,2023-03-13 22:06:45.675837
1183,529,2,Participated,2023-03-24 09:18:05.672578
1184,529,2,Unsubscribed,2023-04-09 20:55:48.975380
1185,14,2,Signed up,2022-11-13 08:24:57.581880
1186,14,2,Unsubscribed,2022-12-03 19:01:21.712964
1187,109,2,Signed up,2023-02-15 19:55:10.226639
1188,109,2,Participated,2023-03-18 11:29:10.433210
1189,109,2,Participated,2023-03-28 23:04:19.699939
1190,109,2,Unsubscribed,2023-04-04 02:36:56.867415
1191,975,2,Signed up,2023-04-21 21:27:25.127189
1192,975,2,Participated,2023-04-23 12:06:54.074065
1193,975,2,Participated,2023-04-24 02:06:20.419408
1194,975,2,Unsubscribed,2023-04-25 03:44:25.857156
1195,220,2,Signed up,2022-12-14 05:16:22.894055
1196,220,2,Participated,2023-02-03 02:15:51.650868
1197,220,2,Participated,2023-03-14 15:12:08.264127
1198,220,2,Participated,2023-04-14 14:28:47.035892
1199,220,2,Participated,2023-04-21 14:10:05.580235
1200,220,2,Participated,2023-04-22 23:36:28.137046
1201,220,2,Unsubscribed,2023-04-25 05:21:39.778217
1202,121,2,Signed up,2023-03-27 05:02:28.570367
1203,121,2,Unsubscribed,2023-04-12 14:43:42.077048
1204,879,2,Signed up,2023-01-28 18:19:37.070322
1205,879,2,Unsubscribed,2023-03-22 21:31:54.194359
1206,350,2,Signed up,2022-11-23 07:09:55.980963
1207,350,2,Participated,2023-03-26 07:03:32.523987
1208,350,2,Participated,2023-04-08 06:04:32.445571
1209,350,2,Participated,2023-04-12 10:07:14.572297
1210,350,2,Participated,2023-04-21 16:55:44.279606
1211,350,2,Participated,2023-04-22 20:27:54.966594
1212,350,2,Participated,2023-04-25 02:19:25.548188
1213,350,2,Unsubscribed,2023-04-25 20:18:10.824435
1214,518,2,Signed up,2023-04-23 17:24:15.808787
1215,518,2,Participated,2023-04-24 09:19:24.365238
1216,518,2,Unsubscribed,2023-04-25 11:52:20.935743
1217,102,2,Signed up,2022-11-22 03:09:11.042833
1218,102,2,Participated,2023-04-21 00:10:09.040532
1219,102,2,Participated,2023-04-23 08:22:31.022074
1220,102,2,Participated,2023-04-23 19:21:26.399267
1221,102,2,Unsubscribed,2023-04-25 19:52:20.975486
1222,156,2,Signed up,2022-12-09 13:45:45.040744
1223,156,2,Unsubscribed,2023-04-05 13:13:42.481443
1224,780,2,Signed up,2023-03-28 00:15:35.841161
1225,780,2,Unsubscribed,2023-04-10 06:07:09.001886
1226,140,2,Signed up,2023-01-22 06:59:39.289179
1227,140,2,Participated,2023-01-22 14:15:53.704515
1228,140,2,Participated,2023-03-15 00:36:50.758178
1229,140,2,Unsubscribed,2023-04-20 05:14:45.031609
1230,913,2,Signed up,2023-03-27 07:29:41.181253
1231,913,2,Unsubscribed,2023-04-01 07:59:20.660558
1232,858,2,Signed up,2022-12-05 12:48:18.064002
1233,858,2,Unsubscribed,2023-04-09 03:45:06.363718
1234,303,2,Signed up,2023-02-09 22:50:49.519413
1235,303,2,Unsubscribed,2023-03-24 18:23:01.873304
1236,654,2,Signed up,2023-03-08 17:23:47.498471
1237,654,2,Unsubscribed,2023-03-31 03:33:11.692198
1238,22,2,Signed up,2022-12-22 21:19:55.096508
1239,22,2,Unsubscribed,2023-02-08 06:34:27.921846
1240,117,2,Signed up,2022-12-01 21:29:34.640422
1241,117,2,Participated,2022-12-04 05:42:30.928803
1242,117,2,Participated,2023-01-18 06:39:20.469569
1243,117,2,Unsubscribed,2023-03-26 23:34:08.751582
1244,692,2,Signed up,2023-04-05 17:25:47.809763
1245,692,2,Participated,2023-04-10 04:05:31.714980
1246,692,2,Unsubscribed,2023-04-25 06:55:05.790024
1247,587,2,Signed up,2023-03-26 00:16:51.279691
1248,587,2,Unsubscribed,2023-04-03 19:58:01.356185
1249,120,2,Signed up,2022-12-07 03:09:13.471514
1250,120,2,Participated,2023-03-05 17:28:30.734581
1251,120,2,Unsubscribed,2023-03-25 12:12:42.152216
1252,594,2,Signed up,2023-04-19 16:26:44.614599
1253,594,2,Participated,2023-04-20 05:11:11.315792
1254,594,2,Participated,2023-04-23 01:09:48.121413
1255,594,2,Participated,2023-04-24 17:23:41.496732
1256,594,2,Participated,2023-04-24 22:34:22.128284
1257,594,2,Unsubscribed,2023-04-25 07:04:31.901237
1258,82,2,Signed up,2023-01-19 02:39:12.802119
1259,82,2,Unsubscribed,2023-03-11 13:23:46.692526
1260,618,2,Signed up,2023-03-21 21:20:21.432089
1261,618,2,Participated,2023-04-07 22:02:35.100724
1262,618,2,Participated,2023-04-23 03:33:06.103899
1263,618,2,Participated,2023-04-24 16:40:33.348884
1264,618,2,Unsubscribed,2023-04-25 12:30:30.189748
1265,938,2,Signed up,2023-04-05 00:17:40.371065
1266,938,2,Unsubscribed,2023-04-21 02:52:40.294261
1267,655,2,Signed up,2022-11-28 23:55:23.429181
1268,655,2,Unsubscribed,2023-01-14 16:26:23.529984
1269,21,2,Signed up,2022-11-21 07:38:54.919438
1270,21,2,Unsubscribed,2022-12-14 08:08:40.039680
1271,1,2,Signed up,2022-12-07 10:59:14.410980
1272,1,2,Participated,2023-02-21 09:34:19.731262
1273,1,2,Unsubscribed,2023-04-20 12:25:54.807649
1274,258,2,Signed up,2022-11-09 12:47:16.720421
1275,258,2,Participated,2023-02-08 07:55:26.418825
1276,258,2,Unsubscribed,2023-04-05 15:38:17.284456
1277,418,2,Signed up,2023-01-17 05:02:22.891904
1278,418,2,Unsubscribed,2023-02-20 10:51:03.024512
1279,464,2,Signed up,2023-01-25 20:41:55.656417
1280,464,2,Unsubscribed,2023-02-01 10:23:12.728708
1281,474,2,Signed up,2022-11-12 07:51:56.595527
1282,474,2,Participated,2023-01-15 09:18:43.986859
1283,474,2,Participated,2023-02-04 20:28:34.020344
1284,474,2,Participated,2023-03-07 17:31:59.328067
1285,474,2,Participated,2023-03-08 07:00:02.557933
1286,474,2,Participated,2023-04-15 11:20:37.282613
1287,474,2,Unsubscribed,2023-04-24 18:51:23.900954
1288,294,2,Signed up,2023-02-19 17:20:00.148764
1289,294,2,Participated,2023-04-08 16:32:43.340712
1290,294,2,Participated,2023-04-13 03:46:28.167974
1291,294,2,Unsubscribed,2023-04-18 23:08:01.327800
1292,560,2,Signed up,2023-03-09 16:44:28.921932
1293,560,2,Participated,2023-03-22 13:11:07.650517
1294,560,2,Unsubscribed,2023-04-19 04:18:54.992043
1295,162,2,Signed up,2023-04-16 08:14:10.890479
1296,162,2,Unsubscribed,2023-04-25 02:43:27.813517
1297,323,2,Signed up,2023-03-22 04:16:44.766294
1298,323,2,Participated,2023-04-09 06:32:46.014089
1299,323,2,Unsubscribed,2023-04-24 11:04:49.058597
1300,717,2,Signed up,2022-11-26 21:19:35.836195
1301,717,2,Participated,2022-12-15 06:52:52.011793
1302,717,2,Participated,2023-02-11 10:05:36.246851
1303,717,2,Unsubscribed,2023-04-01 08:06:28.634517
1304,378,2,Signed up,2023-04-02 13:39:30.627368
1305,378,2,Unsubscribed,2023-04-24 07:16:13.332549
1306,289,2,Signed up,2023-01-05 06:28:04.840008
1307,289,2,Participated,2023-03-04 07:25:17.823130
1308,289,2,Unsubscribed,2023-04-17 08:18:19.203813
1309,439,2,Signed up,2023-04-14 19:28:02.516661
1310,439,2,Unsubscribed,2023-04-25 17:59:27.647861
1311,367,2,Signed up,2023-01-06 07:11:32.205564
1312,367,2,Participated,2023-03-01 16:59:08.911262
1313,367,2,Participated,2023-04-06 22:37:57.666080
1314,367,2,Participated,2023-04-13 04:29:50.036939
1315,367,2,Unsubscribed,2023-04-16 21:05:21.090243
1316,788,2,Signed up,2023-03-10 21:38:39.767851
1317,788,2,Participated,2023-04-13 17:03:39.556072
1318,788,2,Participated,2023-04-18 02:45:18.730938
1319,788,2,Participated,2023-04-25 17:58:27.512679
1320,788,2,Unsubscribed,2023-04-25 20:56:19.760262
1321,219,2,Signed up,2023-04-15 11:40:36.145558
1322,219,2,Unsubscribed,2023-04-21 05:28:40.779061
1323,837,2,Signed up,2023-02-05 01:41:03.093577
1324,837,2,Participated,2023-03-13 15:43:57.991486
1325,837,2,Participated,2023-03-25 06:05:20.531801
1326,837,2,Participated,2023-04-03 16:11:19.283671
1327,837,2,Unsubscribed,2023-04-16 11:33:03.569489
1328,24,2,Signed up,2022-12-26 10:10:11.680187
1329,24,2,Participated,2023-02-24 19:05:22.731738
1330,24,2,Participated,2023-04-18 15:18:53.873259
1331,24,2,Unsubscribed,2023-04-20 02:35:39.527138
1332,63,2,Signed up,2023-03-29 02:26:51.617410
1333,63,2,Unsubscribed,2023-04-20 01:37:12.806783
1334,295,2,Signed up,2022-11-25 19:55:22.463310
1335,295,2,Unsubscribed,2023-02-10 19:53:19.850051
1336,176,2,Signed up,2023-01-13 01:51:48.463578
1337,176,2,Unsubscribed,2023-04-07 02:37:29.348876
1338,562,2,Signed up,2023-02-21 18:57:53.370352
1339,562,2,Participated,2023-03-02 05:25:21.685572
1340,562,2,Participated,2023-04-08 00:09:55.676069
1341,562,2,Participated,2023-04-20 09:05:57.787834
1342,562,2,Unsubscribed,2023-04-25 01:14:21.377445
1343,968,2,Signed up,2023-03-17 15:55:34.099820
1344,968,2,Unsubscribed,2023-03-30 06:47:39.796373
1345,410,2,Signed up,2023-03-27 14:07:29.918927
1346,410,2,Participated,2023-04-08 18:25:20.286002
1347,410,2,Unsubscribed,2023-04-09 21:17:48.652582
1348,488,2,Signed up,2022-12-01 02:24:13.915709
1349,488,2,Unsubscribed,2023-04-22 11:37:22.224569
1350,828,2,Signed up,2022-12-07 04:58:03.568665
1351,828,2,Participated,2023-03-18 10:44:09.599762
1352,828,2,Unsubscribed,2023-03-25 02:37:32.521726
1353,141,2,Signed up,2023-03-26 21:48:53.460590
1354,141,2,Participated,2023-04-21 17:22:53.874161
1355,141,2,Unsubscribed,2023-04-24 01:12:21.860689
1356,992,2,Signed up,2022-11-05 19:10:39.110748
1357,992,2,Unsubscribed,2022-12-12 11:53:29.169062
1358,494,2,Signed up,2023-02-24 17:39:16.355967
1359,494,2,Unsubscribed,2023-03-31 07:23:34.631416
1360,657,2,Signed up,2022-12-21 12:08:16.631513
1361,657,2,Participated,2023-04-16 23:15:44.066969
1362,657,2,Participated,2023-04-20 22:55:06.593897
1363,657,2,Participated,2023-04-22 08:04:09.376232
1364,657,2,Unsubscribed,2023-04-25 04:00:30.864446
1365,54,2,Signed up,2023-03-03 02:25:40.655425
1366,54,2,Participated,2023-03-08 11:01:35.391648
1367,54,2,Participated,2023-03-19 16:04:23.704573
1368,54,2,Participated,2023-04-16 07:55:52.009460
1369,54,2,Unsubscribed,2023-04-18 03:12:41.982813
1370,115,2,Signed up,2022-12-16 05:25:24.808141
1371,115,2,Unsubscribed,2023-03-31 18:52:12.134030
1372,661,2,Signed up,2023-03-25 07:13:32.591348
1373,661,2,Unsubscribed,2023-04-15 19:53:16.598747
1374,688,2,Signed up,2022-12-11 06:41:13.285337
1375,688,2,Unsubscribed,2023-01-22 14:33:49.125435
1376,578,2,Signed up,2022-12-29 15:33:59.263282
1377,578,2,Participated,2023-01-25 22:23:10.762577
1378,578,2,Participated,2023-03-24 19:19:48.111200
1379,578,2,Participated,2023-04-13 09:17:54.373514
1380,578,2,Participated,2023-04-16 00:15:57.848774
1381,578,2,Unsubscribed,2023-04-24 04:11:29.802552
1382,346,2,Signed up,2023-02-09 18:50:43.115651
1383,346,2,Participated,2023-04-25 13:47:31.672566
1384,346,2,Participated,2023-04-25 14:21:19.982829
1385,346,2,Participated,2023-04-25 17:53:19.266921
1386,346,2,Unsubscribed,2023-04-25 20:05:06.214925
1387,237,3,Signed up,2024-06-30 23:33:25.242427
1388,237,3,Unsubscribed,2024-07-24 12:11:08.932899
1389,958,3,Signed up,2024-07-07 15:46:13.434657
1390,958,3,Unsubscribed,2024-07-22 10:08:17.651350
1391,163,3,Signed up,2024-02-20 13:55:12.382218
1392,163,3,Unsubscribed,2024-06-06 20:29:07.662982
1393,933,3,Signed up,2024-05-14 00:35:15.570925
1394,933,3,Participated,2024-07-16 14:35:32.756918
1395,933,3,Participated,2024-07-22 17:43:27.777730
1396,933,3,Unsubscribed,2024-08-04 17:00:36.447527
1397,852,3,Signed up,2024-07-14 14:42:22.901141
1398,852,3,Participated,2024-07-15 20:21:16.643807
1399,852,3,Unsubscribed,2024-08-03 18:21:52.967065
1400,205,3,Signed up,2024-03-17 18:31:33.561685
1401,205,3,Unsubscribed,2024-03-22 09:38:05.063485
1402,843,3,Signed up,2024-07-20 04:30:09.127683
1403,843,3,Participated,2024-07-28 07:53:31.798421
1404,843,3,Participated,2024-07-31 00:56:53.511016
1405,843,3,Participated,2024-08-02 17:40:50.324646
1406,843,3,Unsubscribed,2024-08-03 08:12:46.371251
1407,631,3,Signed up,2024-05-04 03:30:02.376316
1408,631,3,Participated,2024-06-17 09:17:51.215630
1409,631,3,Participated,2024-07-08 15:23:13.434146
1410,631,3,Unsubscribed,2024-07-12 23:13:58.972034
1411,181,3,Signed up,2024-05-16 15:35:20.939381
1412,181,3,Participated,2024-07-04 04:09:07.698699
1413,181,3,Unsubscribed,2024-07-27 02:19:52.975804
1414,413,3,Signed up,2024-07-29 19:27:14.523098
1415,413,3,Unsubscribed,2024-08-06 20:38:48.070024
1416,784,3,Signed up,2024-02-29 04:54:11.404300
1417,784,3,Participated,2024-05-05 00:46:00.786547
1418,784,3,Unsubscribed,2024-07-06 04:21:10.485910
1419,992,3,Signed up,2024-05-16 05:31:37.994122
1420,992,3,Unsubscribed,2024-06-23 23:24:04.556283
1421,118,3,Signed up,2024-04-03 23:03:54.639594
1422,118,3,Unsubscribed,2024-05-01 03:17:25.396489
1423,745,3,Signed up,2024-03-31 20:34:12.722923
1424,745,3,Unsubscribed,2024-04-13 03:25:57.356659
1425,858,3,Signed up,2024-03-02 23:32:11.491525
1426,858,3,Unsubscribed,2024-06-25 22:32:41.332639
1427,702,3,Signed up,2024-06-29 20:47:30.664664
1428,702,3,Unsubscribed,2024-07-03 14:49:46.751939
1429,343,3,Signed up,2024-07-07 02:22:29.572643
1430,343,3,Participated,2024-07-13 18:06:15.266478
1431,343,3,Unsubscribed,2024-08-08 22:51:55.458058
1432,794,3,Signed up,2024-02-15 14:45:09.450454
1433,794,3,Participated,2024-05-30 08:50:39.475468
1434,794,3,Participated,2024-07-15 07:05:53.837068
1435,794,3,Participated,2024-07-21 08:11:42.828329
1436,794,3,Unsubscribed,2024-07-26 22:31:28.756898
1437,984,3,Signed up,2024-06-16 02:30:51.601535
1438,984,3,Unsubscribed,2024-08-09 08:23:13.856685
1439,345,3,Signed up,2024-07-10 02:32:07.459303
1440,345,3,Participated,2024-08-02 03:18:42.266670
1441,345,3,Participated,2024-08-09 01:29:09.267072
1442,345,3,Participated,2024-08-09 02:06:59.395565
1443,345,3,Participated,2024-08-09 06:22:58.477458
1444,345,3,Participated,2024-08-09 07:53:34.927187
1445,345,3,Participated,2024-08-09 08:08:28.896577
1446,345,3,Unsubscribed,2024-08-09 08:09:12.673829
1447,101,3,Signed up,2024-02-16 00:35:20.293013
1448,101,3,Participated,2024-08-05 10:40:08.034381
1449,101,3,Participated,2024-08-06 07:53:50.886811
1450,101,3,Participated,2024-08-08 14:15:58.844404
1451,101,3,Participated,2024-08-08 15:19:41.313747
1452,101,3,Participated,2024-08-09 00:21:41.840268
1453,101,3,Unsubscribed,2024-08-09 06:23:29.043540
1454,180,3,Signed up,2024-03-23 09:35:16.772043
1455,180,3,Unsubscribed,2024-07-31 15:11:20.634957
1456,485,3,Signed up,2024-04-27 14:56:57.932442
1457,485,3,Participated,2024-07-28 20:22:32.971489
1458,485,3,Participated,2024-08-01 06:46:35.710176
1459,485,3,Participated,2024-08-07 02:36:16.641058
1460,485,3,Unsubscribed,2024-08-09 02:05:49.493878
1461,2,3,Signed up,2024-08-08 06:40:03.753356
1462,2,3,Unsubscribed,2024-08-08 09:35:10.050281
1463,172,3,Signed up,2024-03-14 19:28:47.481863
1464,172,3,Unsubscribed,2024-05-21 04:31:55.911055
1465,884,3,Signed up,2024-05-15 02:54:59.426748
1466,884,3,Participated,2024-07-21 04:48:00.323838
1467,884,3,Participated,2024-07-29 07:34:50.963448
1468,884,3,Unsubscribed,2024-08-02 05:02:36.495715
1469,514,3,Signed up,2024-06-19 22:35:30.077211
1470,514,3,Participated,2024-08-08 22:05:26.779417
1471,514,3,Unsubscribed,2024-08-08 22:59:58.444628
1472,162,3,Signed up,2024-03-10 01:04:06.103776
1473,162,3,Participated,2024-04-19 21:56:54.086776
1474,162,3,Unsubscribed,2024-07-14 05:20:27.446346
1475,862,3,Signed up,2024-04-08 12:45:57.466979
1476,862,3,Unsubscribed,2024-08-01 06:55:53.125931
1477,149,3,Signed up,2024-02-15 00:08:34.974264
1478,149,3,Unsubscribed,2024-02-28 22:25:35.983175
1479,394,3,Signed up,2024-04-18 03:03:40.566950
1480,394,3,Participated,2024-06-07 00:58:53.245894
1481,394,3,Unsubscribed,2024-07-21 20:12:11.223778
1482,776,3,Signed up,2024-06-03 22:51:36.397327
1483,776,3,Participated,2024-06-16 04:08:45.403384
1484,776,3,Participated,2024-08-06 11:19:22.228210
1485,776,3,Participated,2024-08-08 19:07:26.964482
1486,776,3,Unsubscribed,2024-08-09 08:00:37.747557
1487,176,3,Signed up,2024-02-19 12:57:25.996910
1488,176,3,Unsubscribed,2024-05-03 12:35:43.380044
1489,769,3,Signed up,2024-05-04 05:20:56.227092
1490,769,3,Unsubscribed,2024-06-03 01:37:13.951328
1491,306,3,Signed up,2024-05-16 13:44:50.406077
1492,415,3,Signed up,2024-03-08 11:49:38.341183
1493,415,3,Participated,2024-03-26 04:54:44.005691
1494,415,3,Unsubscribed,2024-06-15 08:50:11.352090
1495,298,3,Signed up,2024-07-31 14:06:35.413255
1496,298,3,Unsubscribed,2024-08-07 10:34:45.704579
1497,424,3,Signed up,2024-02-13 15:50:08.423264
1498,424,3,Participated,2024-06-29 14:46:02.819950
1499,424,3,Unsubscribed,2024-07-06 18:02:43.980489
1500,734,3,Signed up,2024-05-05 04:26:00.499113
1501,734,3,Unsubscribed,2024-07-09 02:30:30.707769
1502,741,3,Signed up,2024-03-11 21:27:21.444168
1503,741,3,Unsubscribed,2024-04-12 04:41:20.462950
1504,645,3,Signed up,2024-04-06 08:57:31.638377
1505,645,3,Unsubscribed,2024-08-04 01:42:55.992200
1506,711,3,Signed up,2024-05-14 10:36:28.837128
1507,711,3,Participated,2024-05-29 12:05:39.300435
1508,711,3,Unsubscribed,2024-08-08 22:40:17.487461
1509,173,3,Signed up,2024-02-14 17:44:54.548312
1510,173,3,Participated,2024-03-02 19:16:42.591897
1511,173,3,Participated,2024-08-03 18:59:20.557057
1512,173,3,Participated,2024-08-04 13:58:52.517174
1513,173,3,Unsubscribed,2024-08-08 13:27:34.574534
1514,390,3,Signed up,2024-03-13 20:13:23.731916
1515,321,3,Signed up,2024-04-04 16:28:39.530224
1516,321,3,Unsubscribed,2024-07-28 12:56:32.820997
1517,533,3,Signed up,2024-02-24 04:45:35.459658
1518,533,3,Participated,2024-07-19 02:25:33.309330
1519,533,3,Unsubscribed,2024-07-27 16:41:22.071245
1520,919,3,Signed up,2024-05-30 12:04:26.322753
1521,659,3,Signed up,2024-07-30 19:37:46.297316
1522,659,3,Participated,2024-07-31 12:52:53.933916
1523,659,3,Unsubscribed,2024-08-04 12:07:27.796926
1524,418,3,Signed up,2024-05-26 05:56:27.971621
1525,418,3,Participated,2024-06-01 13:20:49.626734
1526,418,3,Unsubscribed,2024-07-17 16:49:53.125255
1527,547,3,Signed up,2024-05-28 04:46:19.785028
1528,547,3,Participated,2024-06-30 15:18:20.263202
1529,547,3,Participated,2024-07-31 07:36:05.225876
1530,547,3,Participated,2024-08-07 18:21:01.870927
1531,547,3,Participated,2024-08-08 03:09:47.577838
1532,547,3,Unsubscribed,2024-08-08 12:58:25.800399
1533,614,3,Signed up,2024-05-20 00:15:32.068799
1534,614,3,Unsubscribed,2024-06-13 00:02:15.625889
1535,299,3,Signed up,2024-03-01 01:33:39.064638
1536,299,3,Participated,2024-04-01 05:36:32.195134
1537,299,3,Participated,2024-06-29 21:09:16.045337
1538,299,3,Unsubscribed,2024-07-16 19:36:02.479949
1539,688,3,Signed up,2024-04-28 21:57:09.561256
1540,688,3,Unsubscribed,2024-08-06 10:08:54.135489
1541,423,3,Signed up,2024-03-25 09:24:30.085114
1542,423,3,Unsubscribed,2024-07-09 02:27:21.084500
1543,407,3,Signed up,2024-05-18 18:05:14.606765
1544,407,3,Unsubscribed,2024-06-27 13:15:54.318191
1545,642,3,Signed up,2024-05-03 21:16:12.503312
1546,642,3,Unsubscribed,2024-08-06 00:24:39.492147
1547,628,3,Signed up,2024-03-07 20:27:44.245004
1548,628,3,Unsubscribed,2024-03-25 00:49:22.835766
1549,918,3,Signed up,2024-05-19 23:22:47.070345
1550,918,3,Participated,2024-07-05 12:42:07.012229
1551,918,3,Participated,2024-07-13 22:49:01.130337
1552,918,3,Unsubscribed,2024-08-01 16:02:07.480269
1553,972,3,Signed up,2024-03-22 13:08:02.162370
1554,972,3,Participated,2024-06-27 15:33:14.464380
1555,972,3,Unsubscribed,2024-07-29 06:54:49.907890
1556,25,3,Signed up,2024-02-28 04:55:31.312835
1557,25,3,Unsubscribed,2024-03-18 17:26:05.206597
1558,991,3,Signed up,2024-03-29 15:27:26.737694
1559,991,3,Participated,2024-05-10 23:44:00.304454
1560,991,3,Participated,2024-06-15 03:26:47.989687
1561,991,3,Participated,2024-08-05 14:19:23.999260
1562,991,3,Unsubscribed,2024-08-06 03:03:15.475838
1563,402,3,Signed up,2024-05-10 11:31:01.508840
1564,402,3,Unsubscribed,2024-06-08 04:15:22.523356
1565,386,3,Signed up,2024-08-02 13:51:00.516505
1566,386,3,Participated,2024-08-08 09:10:58.812392
1567,386,3,Participated,2024-08-09 05:11:24.395513
1568,386,3,Participated,2024-08-09 08:01:42.551195
1569,386,3,Participated,2024-08-09 08:39:10.821124
1570,386,3,Participated,2024-08-09 08:40:08.685901
1571,386,3,Participated,2024-08-09 08:40:49.016255
1572,386,3,Unsubscribed,2024-08-09 08:40:50.304842
1573,221,3,Signed up,2024-07-19 08:29:40.679736
1574,221,3,Participated,2024-07-30 16:27:34.755983
1575,221,3,Unsubscribed,2024-08-06 01:18:38.419738
1576,257,3,Signed up,2024-08-01 18:42:18.315046
1577,257,3,Participated,2024-08-04 04:11:41.979626
1578,257,3,Unsubscribed,2024-08-06 16:35:25.738897
1579,662,3,Signed up,2024-04-24 08:48:45.481290
1580,662,3,Participated,2024-07-26 17:10:36.358488
1581,662,3,Unsubscribed,2024-08-08 12:41:14.458169
1582,800,3,Signed up,2024-07-10 17:14:23.826090
1583,800,3,Unsubscribed,2024-07-21 03:42:05.381172
1584,748,3,Signed up,2024-05-29 11:14:58.360453
1585,748,3,Unsubscribed,2024-06-07 02:38:36.914334
1586,229,3,Signed up,2024-06-20 01:00:50.030380
1587,229,3,Participated,2024-08-02 06:15:50.055333
1588,229,3,Participated,2024-08-08 09:31:27.758585
1589,229,3,Participated,2024-08-09 03:12:13.105672
