loan_id,customer_id,loan_amount,loan_type,loan_status
759,225,25404.89,Debt Consolidation,Active
760,225,41816.64,Vacation,Active
761,226,16525.68,Medical,Paid Off
762,226,5132.72,Emergency,Paid Off
763,227,45647.14,Debt Consolidation,Paid Off
764,227,16070.48,Home Improvement,Paid Off
765,227,14085.2,Auto,Active
766,227,6497.62,Debt Consolidation,Active
767,228,27564.96,Personal,Active
768,228,41262.24,Medical,Paid Off
769,229,3105.58,Green Energy,Paid Off
770,229,3889.58,Business,Paid Off
771,230,49219.27,Auto,Paid Off
772,231,22746.46,Emergency,Active
773,232,18401.28,Auto,Paid Off
774,232,29787.16,Medical,Paid Off
775,232,15510.42,Emergency,Active
776,232,40774.07,Emergency,Active
777,232,25253.95,Green Energy,Active
778,233,6427.94,Home,Paid Off
779,233,37816.0,Education,Active
780,233,24670.97,Personal,Paid Off
781,233,24212.3,Education,Active
782,233,15824.52,Medical,Paid Off
783,233,19633.0,Business,Paid Off
784,233,47909.4,Green Energy,Paid Off
785,234,5779.53,Emergency,Paid Off
786,234,43407.84,Business,Paid Off
787,234,1770.41,Emergency,Active
788,235,24528.92,Medical,Active
789,235,15663.9,Emergency,Paid Off
790,236,25365.97,Home Improvement,Paid Off
791,236,29462.6,Home,Paid Off
792,236,31759.28,Home,Active
793,236,2628.42,Medical,Active
794,236,48210.82,Emergency,Active
795,237,41826.54,Vacation,Active
796,237,34799.11,Debt Consolidation,Active
797,237,25953.02,Personal,Active
798,238,10032.9,Green Energy,Paid Off
799,238,20361.75,Home,Active
800,238,15806.4,Vacation,Active
801,238,40065.65,Vacation,Active
802,239,32766.5,Green Energy,Active
803,240,42660.9,Medical,Paid Off
804,241,27897.76,Home,Active
805,241,30383.81,Vacation,Paid Off
806,241,4769.43,Business,Active
807,241,28205.56,Vacation,Paid Off
808,241,14231.5,Personal,Active
809,241,8059.83,Personal,Paid Off
810,241,4842.78,Green Energy,Paid Off
811,242,42056.57,Auto,Paid Off
812,242,30864.2,Home Improvement,Active
813,242,26891.06,Home,Active
814,243,18093.93,Home Improvement,Active
815,244,13734.23,Emergency,Active
816,245,39938.0,Home,Paid Off
817,245,1181.7,Business,Active
818,245,24788.5,Home Improvement,Active
819,245,49458.59,Business,Paid Off
820,245,25167.48,Green Energy,Paid Off
821,245,4271.7,Auto,Active
822,246,8048.98,Emergency,Active
823,246,34761.88,Vacation,Active
824,246,32371.68,Medical,Active
825,247,45306.44,Auto,Active
826,247,15646.95,Green Energy,Paid Off
827,248,49231.29,Education,Paid Off
828,248,25049.9,Personal,Paid Off
829,248,16233.71,Vacation,Paid Off
830,248,44270.99,Home,Paid Off
831,248,9470.35,Education,Paid Off
832,248,5733.64,Debt Consolidation,Paid Off
833,249,49850.1,Home Improvement,Active
834,249,4212.84,Home Improvement,Paid Off
835,249,27373.93,Business,Active
836,249,27842.91,Auto,Active
837,249,48826.69,Education,Active
838,249,2005.77,Education,Active
839,251,4115.61,Auto,Paid Off
840,252,8538.36,Emergency,Paid Off
841,252,41843.27,Home Improvement,Paid Off
842,252,4357.32,Education,Active
843,253,32242.9,Personal,Active
844,253,38330.19,Medical,Paid Off
845,253,15114.29,Debt Consolidation,Paid Off
846,253,20536.97,Debt Consolidation,Paid Off
847,253,22969.99,Vacation,Paid Off
848,253,11039.85,Home Improvement,Paid Off
849,254,17902.33,Debt Consolidation,Paid Off
850,254,27195.51,Business,Active
851,254,30354.18,Medical,Paid Off
852,255,35704.96,Personal,Active
853,255,11399.99,Auto,Paid Off
854,257,48593.13,Business,Paid Off
855,257,24345.91,Education,Paid Off
856,257,39236.89,Home Improvement,Paid Off
857,257,49116.09,Education,Active
858,257,11494.91,Emergency,Active
859,258,6593.88,Auto,Paid Off
860,258,36354.07,Business,Active
861,258,30167.12,Medical,Paid Off
862,258,44705.76,Personal,Paid Off
863,258,28096.5,Business,Active
864,258,10145.16,Business,Paid Off
865,258,28475.82,Home,Paid Off
866,259,7494.72,Emergency,Paid Off
867,259,32275.7,Business,Active
868,259,12709.39,Home Improvement,Active
869,259,13145.41,Vacation,Active
870,259,9739.46,Auto,Active
871,259,10141.71,Education,Active
872,259,36227.46,Business,Paid Off
873,260,48932.76,Debt Consolidation,Active
874,260,8191.39,Home,Active
875,260,5655.98,Personal,Paid Off
876,260,11338.15,Vacation,Active
877,261,23862.68,Medical,Paid Off
878,261,14005.75,Education,Paid Off
879,261,32626.08,Green Energy,Paid Off
880,261,10051.66,Auto,Paid Off
881,261,30399.07,Education,Active
882,262,49495.81,Education,Paid Off
883,263,37004.64,Green Energy,Paid Off
884,263,32847.85,Education,Active
885,263,40718.18,Debt Consolidation,Active
886,263,49798.9,Medical,Active
887,263,17977.22,Personal,Active
888,263,13329.24,Home,Active
889,263,2481.75,Green Energy,Active
890,264,2778.06,Business,Paid Off
891,264,30835.16,Emergency,Paid Off
892,265,22387.22,Medical,Paid Off
893,265,23380.87,Medical,Paid Off
894,266,24612.39,Personal,Active
895,266,1578.62,Debt Consolidation,Active
896,266,48178.31,Home,Active
897,267,33760.77,Home,Active
898,267,46994.62,Medical,Active
899,267,49047.27,Business,Paid Off
900,267,16552.96,Auto,Active
901,267,43075.53,Education,Active
902,268,13092.93,Emergency,Active
903,268,38797.5,Emergency,Active
904,269,13434.95,Auto,Paid Off
905,272,39710.58,Medical,Active
906,272,18201.46,Debt Consolidation,Active
907,273,26101.21,Medical,Paid Off
908,273,33474.69,Green Energy,Active
909,273,20541.03,Emergency,Paid Off
910,273,11294.41,Home,Active
911,273,19324.06,Green Energy,Paid Off
912,273,27265.53,Auto,Active
913,274,46596.33,Home Improvement,Paid Off
914,274,3721.49,Debt Consolidation,Paid Off
915,274,23242.11,Vacation,Paid Off
916,274,40816.71,Education,Active
917,274,22739.04,Green Energy,Paid Off
918,275,47655.55,Vacation,Paid Off
919,275,49139.86,Debt Consolidation,Active
920,275,47866.03,Home Improvement,Active
921,275,36863.54,Education,Paid Off
922,276,11845.78,Personal,Paid Off
923,276,2937.49,Auto,Paid Off
924,276,38351.82,Vacation,Active
925,278,12490.77,Education,Active
926,278,4955.44,Home Improvement,Active
927,278,49810.41,Emergency,Active
928,278,48505.11,Business,Paid Off
929,278,8602.86,Auto,Paid Off
930,279,16028.07,Business,Active
931,279,32405.75,Debt Consolidation,Paid Off
932,279,35589.88,Debt Consolidation,Active
933,279,23047.2,Emergency,Paid Off
934,279,14848.66,Education,Paid Off
935,280,11770.57,Home Improvement,Active
936,280,2924.18,Business,Paid Off
937,280,34481.58,Emergency,Paid Off
938,280,8205.87,Vacation,Paid Off
939,280,20628.78,Education,Paid Off
940,281,19104.46,Personal,Paid Off
941,281,31628.48,Emergency,Paid Off
942,281,35445.93,Medical,Paid Off
943,281,25058.07,Home,Active
944,281,9077.42,Education,Active
945,281,10522.14,Emergency,Active
946,282,44250.97,Business,Paid Off
947,283,7932.63,Debt Consolidation,Paid Off
948,283,18509.15,Home Improvement,Paid Off
949,284,24681.82,Home,Active
950,284,23400.92,Vacation,Paid Off
951,284,40530.84,Auto,Active
952,284,37572.55,Auto,Active
953,284,25446.1,Education,Active
954,284,25810.93,Home,Active
955,285,45712.13,Green Energy,Active
956,285,5412.67,Auto,Active
957,285,19448.03,Home,Paid Off
958,286,30600.66,Auto,Paid Off
959,286,11613.03,Auto,Active
960,286,11755.87,Vacation,Paid Off
961,286,15142.87,Medical,Active
962,287,29474.79,Medical,Active
963,287,25959.1,Auto,Paid Off
964,287,16879.91,Debt Consolidation,Paid Off
965,288,4672.17,Emergency,Active
966,288,4440.56,Home Improvement,Active
967,288,15740.31,Emergency,Paid Off
968,288,1427.88,Green Energy,Active
969,289,10735.62,Emergency,Paid Off
970,289,42114.34,Business,Paid Off
971,289,45467.51,Green Energy,Paid Off
972,289,49696.44,Home,Paid Off
973,289,8133.23,Auto,Paid Off
974,289,38480.4,Vacation,Paid Off
975,289,40081.55,Auto,Paid Off
976,290,5556.72,Home,Active
977,290,41701.07,Home,Active
978,292,18825.97,Personal,Paid Off
979,292,27887.26,Vacation,Active
980,292,1476.09,Business,Active
981,293,1352.29,Personal,Active
982,293,12385.11,Medical,Paid Off
983,294,4234.82,Home,Paid Off
984,294,34851.23,Green Energy,Active
985,294,35844.43,Medical,Paid Off
986,294,49113.41,Vacation,Active
987,294,42651.65,Personal,Active
988,296,13045.73,Vacation,Active
989,296,2079.6,Auto,Active
990,296,41145.21,Medical,Active
991,296,41959.9,Emergency,Active
992,296,3682.48,Home,Active
993,297,7283.52,Auto,Paid Off
994,297,49412.07,Emergency,Paid Off
995,297,7319.65,Vacation,Paid Off
996,297,32009.79,Auto,Paid Off
997,297,47901.74,Medical,Active
998,297,29992.75,Vacation,Active
999,298,17735.52,Personal,Paid Off
1000,298,37471.11,Auto,Paid Off
1001,298,17260.34,Medical,Active
1002,298,6373.21,Vacation,Paid Off
1003,298,5877.25,Green Energy,Active
1004,298,21132.55,Vacation,Active
1005,299,33124.52,Personal,Paid Off
1006,299,15639.26,Personal,Paid Off
1007,299,45635.07,Home,Active
1008,299,6019.03,Green Energy,Paid Off
1009,299,18223.62,Home,Paid Off
1010,299,27065.45,Medical,Paid Off
1011,299,25434.19,Emergency,Paid Off
1012,300,25891.42,Vacation,Active
1013,300,20956.23,Education,Paid Off
1014,300,8469.9,Emergency,Active
1015,300,39094.85,Home Improvement,Active
1016,300,6310.69,Home,Active
1017,300,7873.09,Home Improvement,Active
1018,300,22741.19,Business,Paid Off
1019,301,5116.46,Emergency,Paid Off
1020,301,44920.33,Auto,Active
1021,301,29984.53,Vacation,Active
1022,302,15282.46,Medical,Active
1023,303,8878.72,Auto,Paid Off
1024,303,49373.99,Emergency,Active
1025,304,31873.87,Medical,Active
1026,304,30503.52,Personal,Paid Off
1027,304,49951.76,Vacation,Paid Off
1028,304,15786.94,Auto,Paid Off
1029,305,38756.72,Business,Active
1030,306,42046.13,Green Energy,Active
1031,306,26201.09,Home Improvement,Paid Off
1032,306,35473.86,Home Improvement,Paid Off
1033,306,37287.04,Home,Paid Off
1034,306,21928.43,Auto,Paid Off
1035,307,13957.3,Auto,Paid Off
1036,307,4503.89,Green Energy,Active
1037,307,39398.8,Emergency,Paid Off
1038,310,8832.97,Emergency,Paid Off
1039,311,27681.42,Green Energy,Paid Off
1040,311,16750.2,Home,Paid Off
1041,311,6492.64,Vacation,Active
1042,311,3971.74,Business,Paid Off
1043,311,48035.91,Vacation,Paid Off
1044,311,3334.11,Medical,Paid Off
1045,311,27707.64,Business,Active
1046,312,42050.35,Auto,Active
1047,312,44859.85,Medical,Paid Off
1048,312,38575.98,Business,Paid Off
1049,313,42007.73,Emergency,Active
1050,313,12402.77,Education,Paid Off
1051,315,49894.16,Medical,Active
1052,315,22622.86,Home,Paid Off
1053,315,28812.59,Emergency,Paid Off
1054,316,39484.48,Home,Active
1055,316,37822.68,Debt Consolidation,Active
1056,316,10143.27,Auto,Paid Off
1057,316,23402.18,Education,Active
1058,320,12635.07,Personal,Paid Off
1059,320,30039.99,Business,Paid Off
1060,321,20541.64,Education,Active
1061,321,33737.19,Business,Paid Off
1062,321,7874.84,Personal,Active
1063,321,2795.27,Vacation,Active
1064,322,17280.37,Home,Paid Off
1065,322,28164.94,Education,Paid Off
1066,322,9513.28,Emergency,Active
1067,322,46991.48,Medical,Active
1068,323,26251.72,Home Improvement,Paid Off
1069,323,43211.28,Business,Paid Off
1070,323,29464.94,Medical,Active
1071,323,46571.48,Business,Active
1072,323,45270.35,Vacation,Active
1073,323,47637.46,Green Energy,Paid Off
1074,324,23914.87,Vacation,Paid Off
1075,324,18240.92,Green Energy,Paid Off
1076,324,6035.29,Auto,Paid Off
1077,324,23709.86,Auto,Active
1078,324,45575.86,Green Energy,Paid Off
1079,324,3685.84,Education,Paid Off
1080,324,9728.5,Vacation,Paid Off
1081,325,29460.29,Vacation,Active
1082,325,40895.62,Education,Active
1083,325,18506.33,Auto,Paid Off
1084,325,40166.3,Emergency,Active
1085,325,22300.87,Business,Active
1086,325,21009.62,Debt Consolidation,Paid Off
1087,327,19446.69,Home Improvement,Paid Off
1088,327,17292.3,Personal,Active
1089,327,11339.11,Green Energy,Paid Off
1090,327,14999.51,Emergency,Paid Off
1091,327,22758.61,Debt Consolidation,Active
1092,328,2328.79,Home,Paid Off
1093,328,21137.5,Home Improvement,Active
1094,328,47246.22,Business,Paid Off
1095,328,26634.77,Personal,Paid Off
1096,328,8018.87,Medical,Active
1097,329,38863.86,Business,Active
1098,329,47510.48,Home,Active
1099,329,27360.93,Education,Paid Off
1100,329,45199.51,Green Energy,Active
1101,329,7483.25,Emergency,Active
1102,329,43795.26,Emergency,Active
1103,329,47574.68,Auto,Active
1104,330,15555.01,Home,Active
1105,330,44949.19,Medical,Paid Off
1106,330,5252.37,Emergency,Paid Off
1107,331,27970.0,Medical,Paid Off
1108,331,35919.33,Auto,Paid Off
1109,331,23014.3,Personal,Active
1110,331,40436.51,Personal,Active
1111,331,14786.24,Education,Active
1112,332,33980.85,Business,Paid Off
1113,332,28461.9,Debt Consolidation,Paid Off
1114,332,28844.49,Home Improvement,Active
1115,332,29325.56,Auto,Paid Off
1116,332,12926.27,Emergency,Active
1117,333,33555.09,Emergency,Active
1118,333,39668.29,Emergency,Paid Off
1119,333,7635.8,Business,Active
1120,334,23258.36,Home,Paid Off
1121,334,1508.49,Education,Paid Off
1122,334,41883.22,Auto,Paid Off
1123,334,22301.4,Home,Paid Off
1124,335,10160.77,Education,Active
1125,335,25941.68,Personal,Active
1126,335,7972.01,Emergency,Active
1127,335,23482.66,Emergency,Paid Off
1128,335,3124.06,Medical,Active
1129,335,45410.51,Debt Consolidation,Active
1130,335,18678.73,Emergency,Paid Off
1131,336,14025.67,Vacation,Paid Off
1132,336,44211.8,Debt Consolidation,Active
1133,336,20208.61,Personal,Paid Off
1134,336,8573.0,Vacation,Paid Off
1135,336,49149.09,Debt Consolidation,Paid Off
1136,337,26148.72,Personal,Paid Off
1137,337,36681.11,Auto,Active
1138,338,5930.73,Business,Active
1139,338,6321.8,Auto,Paid Off
1140,339,31468.61,Vacation,Active
1141,339,20855.79,Education,Paid Off
1142,339,49912.23,Vacation,Active
1143,340,22806.62,Home,Paid Off
1144,340,6589.98,Green Energy,Active
1145,340,5814.97,Vacation,Active
1146,340,48729.61,Emergency,Paid Off
1147,340,29887.59,Vacation,Paid Off
1148,340,26731.27,Debt Consolidation,Active
1149,340,28226.02,Education,Paid Off
1150,341,5979.86,Auto,Active
1151,341,20424.62,Debt Consolidation,Paid Off
1152,341,7119.49,Vacation,Active
1153,341,37173.78,Home Improvement,Paid Off
1154,341,5410.5,Home Improvement,Active
1155,342,7855.59,Home Improvement,Paid Off
1156,342,11784.12,Personal,Paid Off
1157,342,15056.01,Debt Consolidation,Active
1158,343,47429.74,Education,Paid Off
1159,343,24271.35,Home Improvement,Paid Off
1160,343,7397.4,Home,Active
1161,343,34784.41,Home Improvement,Active
1162,344,32027.43,Emergency,Paid Off
1163,344,24013.1,Business,Active
1164,344,26488.15,Home Improvement,Paid Off
1165,344,1731.32,Debt Consolidation,Active
1166,345,21654.58,Auto,Paid Off
1167,345,36351.24,Green Energy,Active
1168,345,37443.22,Auto,Paid Off
1169,345,26280.67,Home,Active
1170,346,1278.6,Emergency,Active
1171,346,15378.2,Business,Active
1172,346,31372.76,Education,Active
1173,346,40823.52,Home,Active
1174,346,38664.55,Debt Consolidation,Active
1175,346,39999.23,Home Improvement,Active
1176,347,31676.38,Personal,Paid Off
1177,347,6078.32,Home,Paid Off
1178,347,41734.38,Business,Active
1179,347,34356.24,Home,Active
1180,347,3774.84,Debt Consolidation,Active
1181,348,15571.9,Personal,Active
1182,348,17822.11,Home,Active
1183,348,44715.99,Business,Paid Off
1184,348,19072.92,Auto,Paid Off
1185,348,44027.26,Education,Paid Off
1186,349,46154.92,Debt Consolidation,Active
1187,349,21541.92,Green Energy,Active
1188,349,35352.4,Debt Consolidation,Paid Off
1189,349,38134.05,Education,Active
1190,349,30345.56,Personal,Active
1191,349,26943.86,Auto,Paid Off
1192,351,3265.36,Business,Active
1193,351,3640.1,Green Energy,Paid Off
1194,351,26678.0,Home Improvement,Paid Off
1195,351,15069.29,Home Improvement,Active
1196,351,48897.42,Personal,Active
1197,351,2519.0,Green Energy,Active
1198,351,33583.93,Medical,Paid Off
1199,352,20362.59,Business,Paid Off
1200,352,3570.19,Emergency,Paid Off
1201,352,46429.11,Personal,Paid Off
1202,354,15988.08,Medical,Active
1203,354,6947.28,Auto,Paid Off
1204,354,13945.22,Emergency,Active
1205,354,6575.33,Business,Active
1206,355,27590.8,Debt Consolidation,Active
1207,355,26243.49,Business,Paid Off
1208,356,28791.22,Auto,Paid Off
1209,356,45167.29,Medical,Active
1210,356,15982.38,Business,Active
1211,356,34707.34,Emergency,Active
1212,356,15985.52,Emergency,Paid Off
1213,357,46874.36,Emergency,Active
1214,357,7619.86,Business,Active
1215,357,8832.23,Vacation,Paid Off
1216,357,7923.25,Personal,Paid Off
1217,357,37044.27,Home,Active
1218,357,5117.13,Business,Paid Off
1219,357,22126.32,Home Improvement,Paid Off
1220,358,29346.36,Education,Active
1221,358,35015.56,Medical,Active
1222,358,41018.11,Home,Active
1223,359,24059.64,Home,Paid Off
1224,359,7169.28,Business,Paid Off
1225,359,8034.21,Debt Consolidation,Paid Off
1226,360,35203.27,Auto,Active
1227,360,49890.08,Home Improvement,Paid Off
1228,360,14472.04,Vacation,Active
1229,360,9037.88,Personal,Paid Off
1230,360,46996.84,Home,Paid Off
1231,361,43001.47,Auto,Active
1232,361,16313.63,Vacation,Active
1233,361,4090.65,Home Improvement,Paid Off
1234,362,41694.94,Vacation,Active
1235,362,6492.72,Education,Paid Off
1236,362,20773.37,Medical,Paid Off
1237,362,4062.2,Green Energy,Active
1238,362,9885.07,Personal,Paid Off
1239,363,49528.65,Home,Active
1240,363,9666.77,Debt Consolidation,Active
1241,365,49357.68,Business,Active
1242,365,19027.68,Business,Active
1243,365,4485.07,Vacation,Paid Off
1244,365,38485.6,Education,Active
1245,365,22069.18,Home Improvement,Active
1246,365,35231.85,Green Energy,Paid Off
1247,365,46222.17,Emergency,Paid Off
1248,366,13155.88,Home Improvement,Paid Off
1249,366,10058.57,Medical,Paid Off
1250,366,24522.28,Education,Paid Off
1251,367,16636.44,Personal,Paid Off
1252,368,25033.22,Personal,Paid Off
1253,368,25967.21,Green Energy,Paid Off
1254,368,5296.65,Auto,Active
1255,368,38151.52,Personal,Paid Off
1256,368,14978.34,Vacation,Paid Off
1257,368,22937.48,Education,Active
1258,369,38691.39,Auto,Active
1259,369,49032.09,Home,Paid Off
1260,369,1839.65,Personal,Active
1261,370,48569.57,Green Energy,Active
1262,371,13568.02,Debt Consolidation,Active
1263,371,36129.3,Home,Active
1264,372,35571.21,Business,Paid Off
1265,372,36945.56,Medical,Active
1266,372,12218.03,Home Improvement,Active
1267,372,38067.64,Education,Active
1268,373,28149.57,Business,Active
1269,373,9255.37,Home Improvement,Paid Off
1270,373,33888.6,Education,Active
1271,373,34603.32,Education,Active
1272,374,13238.07,Green Energy,Active
1273,374,6934.86,Auto,Active
1274,377,10967.11,Home Improvement,Paid Off
1275,377,41713.12,Medical,Paid Off
1276,377,33902.61,Business,Paid Off
1277,377,37201.4,Auto,Active
1278,377,27468.6,Green Energy,Paid Off
1279,377,27420.83,Personal,Paid Off
1280,378,28609.86,Emergency,Active
1281,378,14489.66,Education,Active
1282,378,41609.29,Auto,Paid Off
1283,378,20425.47,Medical,Active
1284,379,49892.43,Personal,Paid Off
1285,379,37783.31,Vacation,Paid Off
1286,379,21190.73,Personal,Paid Off
1287,379,2351.21,Education,Paid Off
1288,379,5740.89,Home Improvement,Paid Off
1289,379,47753.65,Auto,Active
1290,379,39463.66,Medical,Paid Off
1291,380,24175.33,Home,Paid Off
1292,380,2181.77,Education,Paid Off
1293,380,14790.85,Business,Paid Off
1294,380,34664.93,Medical,Active
1295,380,40515.41,Home Improvement,Paid Off
1296,380,13639.4,Medical,Active
1297,380,3693.37,Debt Consolidation,Active
1298,381,49103.77,Emergency,Paid Off
1299,381,28572.24,Emergency,Paid Off
1300,381,35638.82,Home Improvement,Paid Off
1301,381,46743.41,Business,Active
1302,381,4373.81,Vacation,Active
1303,381,35270.12,Medical,Paid Off
1304,381,10838.92,Vacation,Paid Off
1305,382,48423.37,Auto,Active
1306,382,32454.89,Green Energy,Active
1307,382,20408.83,Debt Consolidation,Paid Off
1308,382,30540.21,Green Energy,Paid Off
1309,382,2194.07,Personal,Active
1310,382,12626.61,Emergency,Active
1311,384,25482.56,Emergency,Paid Off
1312,384,7368.37,Auto,Paid Off
1313,385,34030.19,Auto,Active
1314,385,41097.21,Education,Active
1315,385,28615.03,Home Improvement,Active
1316,385,2277.49,Debt Consolidation,Paid Off
1317,386,14014.1,Education,Active
1318,386,45785.0,Home Improvement,Active
1319,386,1731.59,Medical,Paid Off
1320,386,44201.07,Business,Active
1321,387,48126.41,Home Improvement,Paid Off
1322,387,7600.61,Business,Paid Off
1323,387,3950.73,Home,Paid Off
1324,390,20768.73,Auto,Paid Off
1325,390,20542.71,Green Energy,Active
1326,390,14005.67,Vacation,Active
1327,390,9592.81,Vacation,Paid Off
1328,391,49482.23,Medical,Active
1329,391,28317.72,Home,Active
1330,391,40738.5,Business,Paid Off
1331,391,37137.41,Home Improvement,Paid Off
1332,392,45383.93,Vacation,Paid Off
1333,392,43612.84,Emergency,Active
1334,392,26043.25,Debt Consolidation,Paid Off
1335,394,3474.95,Medical,Paid Off
1336,394,7082.99,Debt Consolidation,Active
1337,395,1262.65,Green Energy,Paid Off
1338,395,45476.98,Vacation,Paid Off
1339,395,10236.48,Vacation,Active
1340,395,39955.17,Business,Paid Off
1341,395,42756.14,Education,Active
1342,395,11727.86,Debt Consolidation,Active
1343,395,6767.55,Emergency,Paid Off
1344,396,5724.09,Education,Active
1345,396,9821.32,Auto,Active
1346,397,38811.94,Emergency,Paid Off
1347,398,35553.86,Green Energy,Active
1348,398,31180.03,Vacation,Active
1349,398,41694.3,Auto,Paid Off
1350,398,27187.33,Debt Consolidation,Paid Off
1351,398,28935.83,Medical,Paid Off
1352,399,32857.58,Vacation,Paid Off
1353,399,39238.38,Auto,Active
1354,399,17820.37,Emergency,Active
1355,400,34294.93,Debt Consolidation,Active
1356,400,2447.87,Medical,Active
1357,400,30548.73,Green Energy,Paid Off
1358,400,17534.16,Green Energy,Paid Off
1359,400,2271.04,Personal,Active
1360,400,36087.18,Education,Active
1361,400,26544.06,Home,Active
1362,402,11074.78,Debt Consolidation,Paid Off
1363,402,24085.87,Personal,Active
1364,403,32683.42,Personal,Paid Off
1365,403,21908.41,Medical,Active
1366,403,43720.55,Education,Paid Off
1367,403,39422.06,Emergency,Paid Off
1368,403,44239.34,Home,Paid Off
1369,403,30130.13,Medical,Paid Off
1370,404,12762.15,Home Improvement,Active
1371,404,36429.12,Emergency,Paid Off
1372,405,18405.25,Green Energy,Paid Off
1373,406,26249.76,Emergency,Active
1374,406,14365.45,Auto,Active
1375,406,7777.04,Green Energy,Paid Off
1376,406,33194.35,Debt Consolidation,Active
1377,406,19428.16,Green Energy,Active
1378,406,6017.3,Emergency,Paid Off
1379,407,44954.77,Emergency,Active
1380,407,8470.51,Emergency,Active
1381,408,39816.67,Education,Paid Off
1382,408,42120.17,Vacation,Paid Off
1383,408,39974.44,Vacation,Paid Off
1384,409,18534.25,Debt Consolidation,Active
1385,409,19572.78,Business,Active
1386,409,41264.66,Vacation,Active
1387,409,37566.2,Medical,Active
1388,409,18062.57,Education,Active
1389,409,23331.38,Education,Paid Off
1390,410,38882.96,Home Improvement,Active
1391,411,6400.85,Education,Active
1392,411,40858.26,Personal,Active
1393,411,27960.67,Business,Active
1394,411,18606.67,Green Energy,Paid Off
1395,413,44665.38,Auto,Active
1396,413,16192.93,Auto,Active
1397,413,39233.59,Business,Active
1398,413,46868.33,Business,Paid Off
1399,413,48199.94,Medical,Active
1400,413,10497.48,Business,Paid Off
1401,414,19720.77,Business,Paid Off
1402,415,3304.66,Emergency,Paid Off
1403,415,22975.52,Home Improvement,Paid Off
1404,415,37668.83,Education,Paid Off
1405,416,38439.86,Auto,Active
1406,416,26921.96,Auto,Paid Off
1407,416,13426.95,Business,Paid Off
1408,416,10744.45,Auto,Paid Off
1409,417,19122.32,Medical,Active
1410,418,29495.29,Home Improvement,Active
1411,418,21948.71,Education,Paid Off
1412,418,43528.44,Auto,Active
1413,419,27190.36,Vacation,Active
1414,419,10695.43,Education,Paid Off
1415,419,36950.07,Business,Active
1416,419,8687.88,Personal,Active
1417,419,20071.26,Emergency,Active
1418,419,20430.39,Home Improvement,Active
1419,420,31078.33,Debt Consolidation,Paid Off
1420,420,21089.51,Vacation,Paid Off
1421,420,36770.84,Home,Paid Off
1422,420,14619.67,Home,Active
1423,420,48484.56,Home Improvement,Paid Off
1424,421,9991.54,Home,Active
1425,421,23199.11,Education,Active
1426,421,42617.73,Emergency,Paid Off
1427,421,36376.36,Personal,Paid Off
1428,421,27850.41,Education,Active
1429,421,3286.43,Debt Consolidation,Paid Off
1430,423,35548.65,Emergency,Paid Off
1431,423,5848.95,Medical,Active
1432,424,30078.31,Vacation,Paid Off
1433,424,30465.23,Home,Paid Off
1434,424,43031.72,Home Improvement,Paid Off
1435,424,46350.19,Home Improvement,Paid Off
1436,425,5177.23,Emergency,Active
1437,425,3453.94,Green Energy,Paid Off
1438,425,28524.63,Business,Paid Off
1439,425,38919.08,Personal,Active
1440,426,45047.68,Business,Active
1441,426,29598.25,Auto,Paid Off
1442,426,41263.67,Education,Paid Off
1443,426,11964.13,Debt Consolidation,Active
1444,426,41849.77,Home,Paid Off
1445,427,43283.27,Home,Active
1446,427,29868.05,Business,Paid Off
1447,427,14789.67,Education,Active
1448,427,43939.58,Green Energy,Active
1449,428,39393.35,Home Improvement,Paid Off
1450,428,10940.92,Medical,Active
1451,429,32465.57,Green Energy,Active
1452,429,6226.65,Vacation,Paid Off
1453,429,41047.94,Green Energy,Paid Off
1454,429,5603.98,Auto,Active
1455,429,17283.75,Medical,Paid Off
1456,430,40272.58,Education,Paid Off
1457,431,34028.19,Education,Active
1458,432,1053.3,Vacation,Active
1459,432,1569.49,Personal,Active
1460,432,14214.97,Business,Active
1461,432,34329.55,Medical,Paid Off
1462,432,42564.83,Vacation,Active
1463,433,2506.72,Education,Paid Off
1464,433,10462.57,Auto,Active
1465,433,6335.39,Home,Active
1466,433,26515.5,Personal,Paid Off
1467,434,29609.43,Medical,Paid Off
1468,434,47298.1,Emergency,Paid Off
1469,434,25411.01,Medical,Paid Off
1470,434,30923.7,Medical,Paid Off
1471,434,42267.9,Home Improvement,Paid Off
1472,435,7245.36,Home,Paid Off
1473,436,29492.6,Business,Active
1474,437,29648.37,Personal,Paid Off
1475,437,29097.95,Personal,Active
1476,437,26562.62,Home,Active
1477,439,21142.94,Education,Paid Off
1478,439,8522.96,Home Improvement,Paid Off
1479,439,12331.96,Business,Paid Off
1480,440,42913.07,Home,Paid Off
1481,440,28470.69,Education,Active
1482,440,37591.63,Home Improvement,Active
1483,440,14277.4,Personal,Active
1484,440,26561.12,Education,Paid Off
1485,440,36153.75,Business,Active
1486,441,1725.76,Education,Paid Off
1487,441,37101.61,Auto,Active
1488,441,23802.94,Auto,Paid Off
1489,443,40794.03,Personal,Paid Off
1490,443,19224.11,Education,Paid Off
1491,443,43422.41,Business,Active
1492,443,46575.15,Vacation,Paid Off
1493,443,1027.54,Home Improvement,Active
1494,444,11586.56,Emergency,Paid Off
1495,444,27264.49,Auto,Paid Off
1496,444,49409.34,Education,Active
1497,445,9382.64,Emergency,Paid Off
1498,445,8509.53,Auto,Active
1499,446,13338.39,Auto,Paid Off
